Title,Code,Author,Score
대니쉬 걸,51787,stra****,0
귀향,135843,kang****,0
캐롤,101962,0107****,7
간신,120123,erro****,1
꼬마 니콜라,72393,posi****,0
갓 오브 이집트,118967,jaso****,8
동주,134899,bill****,0
순정,139674,cdh9****,0
갓 오브 이집트,118967,real****,0
스포트라이트,129072,kdbc****,0
자객 섭은낭,107352,shin****,0
브루클린,103657,jomk****,0
동주,134899,kair****,9
좋아해줘,136893,tmfr****,6
무스탕: 랄리의 여름,140692,king****,8
모터싸이클 다이어리,38551,beak****,0
설행_눈길을 걷다,138593,gree****,0
자객 섭은낭,107352,suda****,0
"그 시절, 우리가 좋아했던 소녀",88669,bik1****,9
와일드,118395,ddal****,0
동주,134899,hyea****,0
등산의 목적,147368,mech****,0
오빠생각,136686,a381****,10
귀향,135843,from****,10
스파이: 작전명 태풍,148679,sco_****,5
룸,130989,beau****,0
디버그: 슈퍼컴퓨터 VS 천재해커,119404,woov****,10
DC 레전드 오브 투모로우,139951,banm****,1
귀향,135843,ogr5****,0
동주,134899,ahir****,8
귀향,135843,gtw6****,7
디파티드,41672,brid****,0
대니쉬 걸,51787,4lov****,9
데드풀,75426,smjd****,7
샌 안드레아스,90596,joyl****,4
갓 오브 이집트,118967,kyom****,0
일루셔니스트,54871,hell****,0
사도,121922,lite****,7
데드풀,75426,algk****,8
가타카,19074,dlru****,6
스포트라이트,129072,real****,0
잉여들의 히치하이킹,115298,dlru****,8
첫 키스만 50번째,38227,dlru****,8
귀향,135843,cjdt****,7
데드풀,75426,wjsa****,0
눈먼 자들의 도시,67533,fait****,0
갓 오브 이집트,118967,mir8****,0
룸,130989,ving****,8
동주,134899,4747****,0
무수단,137944,jins****,1
곽부성의 살인범,71419,hong****,0
미스터 노바디,70615,muse****,0
갓 오브 이집트,118967,gtw6****,7
사울의 아들,139437,godi****,0
트윈스터즈,137358,mayb****,0
귀향,135843,iamy****,0
갓 오브 이집트,118967,edgu****,6
데드풀,75426,cjdt****,8
이 세상에서 가장 슬픈 노래,37661,cool****,0
귀향,135843,lamb****,0
13시간,140265,jina****,0
귀향,135843,duks****,10
주토피아,130850,mila****,0
아이 엠 어 히어로,140693,arah****,0
대니쉬 걸,51787,yure****,0
쿠로사키군의 말대로는 되지 않아,146481,arah****,0
스포트라이트,129072,jime****,8
공범,93752,rudt****,0
귀향,135843,gust****,10
널 기다리며,124031,ghfa****,0
더 기프트,137911,eofh****,10
널 기다리며,124031,bmh0****,0
귀향,135843,godi****,0
주윤발의 미녀사냥,14477,hong****,0
브레이킹 던 part2,77566,kimh****,8
대니쉬 걸,51787,imwo****,0
귀향,135843,dait****,8
베케이션,130959,posi****,0
갓 오브 이집트,118967,kyh1****,0
파고,18002,umul****,9
동주,134899,sy98****,8
무간도,36565,jins****,0
스포트라이트,129072,lees****,8
갓 오브 이집트,118967,sesi****,6
트윈스터즈,137358,jins****,0
갓 오브 이집트,118967,yang****,4
초류향,13124,kjho****,5
동주,134899,cwh1****,10
극장판 울트라맨 우주 몬스터 대결전,71974,tldh****,0
스파이 게임,31911,dpgn****,0
귀향,135843,min1****,8
사울의 아들,139437,choi****,8
주토피아,130850,jire****,0
주토피아,130850,alcl****,0
대부,10071,rega****,0
줄리 & 줄리아,52425,eofh****,8
중경삼림,17059,jong****,0
동주,134899,ssyw****,9
스티브 잡스,130757,nark****,0
빅 히어로,109911,cjdt****,7
갓 오브 이집트,118967,king****,0
대니쉬 걸,51787,zzan****,0
귀향,135843,whdc****,8
귀향,135843,cwh1****,9
동주,134899,hsd2****,0
주토피아,130850,esoo****,0
주토피아,130850,dlru****,7
동주,134899,skys****,0
검사외전,130903,cjdt****,6
룸,130989,dunc****,0
좋아해줘,136893,jisu****,8
귀향,135843,blan****,0
주토피아,130850,muse****,9
주토피아,130850,onep****,8
트윈스터즈,137358,haha****,0
은밀한 유혹,114277,hann****,0
귀향,135843,jsp8****,9
동주,134899,kind****,10
귀향,135843,love****,0
드림 하우스,74056,hann****,0
갓 오브 이집트,118967,todr****,6
데드풀,75426,reeh****,0
몬스터 호텔,87305,lion****,6
갓 오브 이집트,118967,binz****,0
대니쉬 걸,51787,wint****,0
갓 오브 이집트,118967,essw****,0
갓 오브 이집트,118967,okon****,7
갓 오브 이집트,118967,hihi****,0
동주,134899,rlat****,0
검사외전,130903,dong****,8
갓 오브 이집트,118967,rmt1****,6
스포트라이트,129072,pink****,0
악의 연대기,122535,hero****,8
좋아해줘,136893,rlat****,0
설행_눈길을 걷다,138593,flow****,0
귀향,135843,tptq****,9
갓 오브 이집트,118967,lkbh****,8
귀향,135843,show****,0
크리드,137902,m440****,0
주토피아,130850,gpwl****,7
귀향,135843,conv****,10
동주,134899,rein****,9
프랑스 영화처럼,127369,chor****,6
레터스 투 줄리엣,61273,shz0****,9
굿 다이노,109910,pisp****,10
주토피아,130850,sixg****,0
국가의 탄생,17003,ceci****,4
검사외전,130903,read****,5
룸메이트,115508,read****,4
007 스펙터,99701,kyun****,0
검사외전,130903,ryul****,0
스포트라이트,129072,jhsw****,0
동주,134899,deok****,0
데이비드 게일,36763,dudt****,0
13시간,140265,lkbh****,8
주토피아,130850,ryul****,0
괴물의 아이,134134,jine****,9
액트 오브 밸러: 최정예 특수부대,86823,vudo****,0
귀향,135843,sixg****,0
열정같은소리하고있네,128258,ryul****,0
히말라야,100647,rose****,8
킬러 인 하이스쿨,113398,stan****,3
그날의 분위기,62285,moon****,0
리애니메이터,10973,pure****,9
더 이퀄라이저,109642,stan****,4
명량,93756,hs86****,10
맨 프롬 UNCLE,90591,kyun****,0
주토피아,130850,kyum****,7
빅쇼트,136842,hyuj****,0
동주,134899,jhsw****,0
쇼생크 탈출,17421,nstv****,0
나이트 크롤러,117786,kkjw****,0
장고:분노의 추적자,87311,et99****,0
귀향,135843,sunv****,10
대니쉬 걸,51787,apoy****,0
제5침공,125444,po26****,1
아이 킬드 마이 마더,71672,peon****,0
더 헌트,95260,taza****,0
크로니클,86507,vudo****,0
데드풀,75426,hjk7****,0
트랜스포머: 최후의 기사,123630,gamm****,8
갓 오브 이집트,118967,pink****,10
데드풀,75426,sixg****,0
"헤일, 시저!",125457,nstv****,0
데이비드 게일,36763,dudt****,0
구스범스,127866,hjk7****,0
갓 오브 이집트,118967,yang****,0
그레이트 뷰티,104072,pred****,0
라이즈 오브 더 레전드: 황비홍,114140,dkfl****,0
데드풀,75426,wldn****,0
히트맨: 에이전트 47,122469,slcg****,0
빅쇼트,136842,sadc****,0
스포트라이트,129072,clam****,0
배트맨 대 슈퍼맨: 저스티스의 시작,109960,sams****,0
귀향,135843,mypa****,10
남과 여,122133,visi****,7
스포트라이트,129072,bnbp****,0
데드풀,75426,kang****,0
사울의 아들,139437,film****,9
섬. 사라진 사람들,120188,june****,6
핫 칙,36508,slcg****,0
캐롤,101962,pong****,0
귀향,135843,rlar****,0
13시간,140265,todr****,7
널 기다리며,124031,hous****,8
무드 인디고,109095,wine****,0
내부자들: 디 오리지널,147001,seco****,8
캐롤,101962,jea1****,0
캐롤,101962,play****,0
쥬라기 월드,67786,jhle****,2
주토피아,130850,sgre****,0
터네이셔스 D,64233,coon****,0
주토피아,130850,wlsk****,9
대니쉬 걸,51787,pdba****,6
검은 사제들,120157,aesi****,10
귀향,135843,rl12****,0
귀향,135843,blai****,10
마루 밑 아리에티,73301,auti****,7
나우 이즈 굿,86197,nffc****,0
샤이닝,12103,dndr****,8
주토피아,130850,show****,0
갓 오브 이집트,118967,blue****,0
어메이징 스파이더맨 2,94187,yrsu****,6
주토피아,130850,zyny****,9
이혼 - 이탈리언 스타일,60963,tash****,0
악마의 고성,11848,ninj****,0
데드풀,75426,dark****,0
룸,130989,kkci****,8
데드풀,75426,play****,6
고독,13717,yess****,7
돌핀 테일,82439,eart****,9
갓 오브 이집트,118967,craz****,0
동주,134899,jong****,10
사탄의 인형,11119,play****,0
쿵푸팬더3,97692,eart****,10
검사외전,130903,show****,0
이지머니,78384,pbww****,0
13시간,140265,kimi****,10
널 기다리며,124031,kimg****,0
스포트라이트,129072,lars****,0
라스트 위치 헌터,128392,lars****,0
마션,129049,lars****,0
룸,130989,choi****,0
캡틴 아메리카: 시빌 워,122527,just****,0
브이 포 벤데타,43208,ye00****,0
룸,130989,nmps****,0
하우스 바운드,127125,in04****,6
동주,134899,yuna****,10
주토피아,130850,mjhl****,0
귀향,135843,qkdr****,0
설행_눈길을 걷다,138593,zinn****,10
빅쇼트,136842,105l****,0
귀향,135843,wnst****,0
티파니에서 아침을,10073,icep****,10
연애의 목적,39863,gnin****,10
스포트라이트,129072,yumc****,0
13시간,140265,jozb****,8
빅터 프랑켄슈타인,111944,qfat****,0
하트 오브 더 씨,114225,tark****,7
검사외전,130903,jeyl****,7
필립 모리스,45945,jeyl****,9
검사외전,130903,yoop****,0
국제시장,102875,jeyl****,7
런던시계탑 밑에서 사랑을 찾을 확률,123268,goal****,0
천일의 스캔들,61845,sssj****,0
레버넌트: 죽음에서 돌아온 자,124212,jeyl****,7
인터스텔라,45290,jeyl****,8
조이,125458,para****,0
갓 오브 이집트,118967,yoh0****,0
데드풀,75426,gbma****,5
동주,134899,gbma****,10
나를 찾아줘,116234,jiye****,0
레버넌트: 죽음에서 돌아온 자,124212,jgki****,0
널 기다리며,124031,lozm****,0
여배우들,54563,love****,0
널 기다리며,124031,ppsy****,0
귀향,135843,uto5****,10
돌연변이,130733,berr****,6
스포트라이트,129072,lip1****,0
히말라야,100647,cool****,0
스포트라이트,129072,ds2s****,7
갓 오브 이집트,118967,ppuw****,7
주토피아,130850,sols****,0
귀향,135843,ddon****,0
갓 오브 이집트,118967,jjae****,0
시간을 달리는 소녀,63513,wlsa****,8
주토피아,130850,ppuw****,9
무수단,137944,phys****,0
동주,134899,wand****,0
동주,134899,cloc****,8
데드풀,75426,lowa****,9
와일드,118395,auti****,10
웃는 남자,97737,secr****,0
군함도,146506,wwd0****,10
라이프 오브 파이,87309,auti****,9
사도,121922,inos****,8
와일드 테일즈: 참을 수 없는 순간,124844,auti****,7
귀향,135843,saym****,0
뷰티 인사이드,129050,auti****,6
귀향,135843,ekds****,0
동주,134899,asdf****,0
"로봇, 소리",136821,dleo****,0
업 클로즈 앤 퍼스널,17578,artj****,0
타이페이 카페 스토리,78188,auti****,7
스포트라이트,129072,hee3****,10
져지!,119486,wldu****,0
주토피아,130850,risn****,0
성실한 나라의 앨리스,118323,auti****,7
섬. 사라진 사람들,120188,play****,0
500일의 썸머,53152,flow****,0
갓 오브 이집트,118967,dayo****,0
어나더 어스,81220,auti****,9
주토피아,130850,full****,0
퍼니 게임,18541,auti****,7
검사외전,130903,moon****,0
대니쉬 걸,51787,wand****,0
한공주,99724,auti****,8
이스턴 프라미스,65197,jaka****,0
마돈나,127449,auti****,5
갓 오브 이집트,118967,jjos****,0
손님,122984,auti****,6
스파이,118950,auti****,7
위대한 개츠비,88461,auti****,8
산타바바라,106559,auti****,4
심야식당,132665,auti****,5
널 기다리며,124031,dudd****,8
귀향,135843,taij****,0
캐롤,101962,blue****,8
트윈스터즈,137358,lubk****,0
동주,134899,9418****,10
내부자들,121788,jinm****,0
캐롤,101962,wand****,0
자객 섭은낭,107352,jinm****,0
어바웃 타임,92075,flow****,0
드레스메이커,114237,dlwl****,0
그랜드 부다페스트 호텔,97612,flow****,0
캐롤,101962,azra****,0
마션,129049,yuth****,0
오늘,80988,fbau****,0
셜록: 유령신부,143245,dkfl****,7
귀향,135843,seun****,0
괴물의 아이,134134,jagi****,8
동주,134899,toot****,10
킹스 스피치,76439,jagi****,9
데드풀,75426,0172****,0
쿵푸팬더3,97692,jagi****,10
007 스펙터,99701,ssma****,0
대니쉬 걸,51787,irin****,0
나쁜 나라,143282,jagi****,10
달링은 외국인,75200,lion****,6
그렇게 아버지가 된다,103719,sasa****,0
소년 파르티잔,134578,kknn****,0
나를 잊지 말아요,107374,jagi****,6
귀향,135843,cheo****,10
맥베스,113364,sain****,0
검사외전,130903,jame****,0
빅쇼트,136842,dtw6****,0
플라이트 7500,92454,jagi****,6
안젤리크,120106,pbww****,0
비포 선라이즈,17773,eden****,0
데드풀,75426,lsbd****,0
"로봇, 소리",136821,ruth****,10
채피,116254,jagi****,5
오션스 13,57758,jinl****,9
귀향,135843,dund****,0
귀향,135843,wooj****,0
트윈스터즈,137358,chor****,0
열혈남아,56038,maxn****,0
갓 오브 이집트,118967,ptg1****,7
조이,125458,iamj****,0
하트 오브 더 씨,114225,bnbp****,0
망대,115521,yeoy****,0
설행_눈길을 걷다,138593,dudd****,9
룸,130989,opra****,0
귀향,135843,ysi4****,0
나비 효과,38091,puwo****,0
귀향,135843,jack****,0
갓 오브 이집트,118967,senh****,0
새벽의 저주,38364,shsy****,0
빅쇼트,136842,tres****,0
런던 해즈 폴른,127865,yh02****,0
널 기다리며,124031,ming****,0
로스트 하이웨이,18708,ashi****,0
보이 걸 씽,65553,flow****,0
주토피아,130850,yhso****,0
스포트라이트,129072,gold****,8
팔로우,127043,ifiw****,6
귀향,135843,seun****,9
리스본행 야간열차,103178,nina****,0
베테랑,115977,rlax****,0
미녀와 야수,119456,nxtd****,0
대니쉬 걸,51787,wodu****,0
런 올 나이트,118903,moye****,0
킹스맨 : 시크릿 에이전트,114249,fert****,0
동주,134899,lizi****,0
더 문,53902,flow****,0
검사외전,130903,only****,0
디스트릭트 9,64129,flow****,0
주토피아,130850,9377****,0
룸,130989,cjsw****,0
노트북,38899,hyel****,0
인사여무,22708,artg****,0
대호,127496,dsba****,1
맥스,118977,lion****,9
말할 수 없는 비밀,68555,dmsr****,10
룸,130989,heyo****,0
주토피아,130850,chun****,9
귀향,135843,gamd****,5
순정,139674,quse****,10
코인라커,93628,taes****,6
판의 미로 - 오필리아와 세 개의 열쇠,49336,hcpa****,0
펄프 픽션,16571,rega****,0
마농의 샘 2,10284,eoqk****,0
귀향,135843,sus8****,10
라르고 윈치 2,83013,kimh****,0
포레스트 검프,17159,long****,9
스파이: 작전명 태풍,148679,heej****,1
그녀,101950,kkk9****,0
노인을 위한 나라는 없다,66751,dmsw****,0
500일의 썸머,53152,sang****,0
불가사리,10532,fors****,8
콩가네,90699,fyou****,1
이니시에이션 러브,137349,kw13****,0
쿵푸팬더3,97692,theo****,0
데드풀,75426,waln****,7
귀향,135843,siji****,0
초속5센티미터,66820,mang****,0
섬. 사라진 사람들,120188,asgu****,8
룸,130989,zzu_****,0
레이,39434,clou****,0
주토피아,130850,pooh****,8
동주,134899,poca****,0
동주,134899,ksyi****,0
봄날은 간다,31801,xodh****,8
귀향,135843,corm****,0
귀향,135843,firs****,0
동주,134899,true****,0
주토피아,130850,gzez****,10
굿 윌 헌팅,19079,gimm****,0
어메이징 스파이더맨 2,94187,jjaj****,0
갓 오브 이집트,118967,larc****,0
주토피아,130850,iamj****,10
스포트라이트,129072,lyg_****,8
"아이, 로봇",38420,hhoo****,0
파리 폴리,123691,nina****,0
스파이 서바이버,124262,djan****,4
갓 오브 이집트,118967,donu****,0
셜록: 유령신부,143245,hyun****,10
제5침공,125444,leem****,0
데드풀,75426,movi****,8
위대한 소원,136687,nara****,0
룸,130989,ceci****,9
동주,134899,free****,9
갓 오브 이집트,118967,emwl****,0
특종: 량첸살인기,136007,twin****,4
사울의 아들,139437,3kku****,8
"서툴지만, 사랑",119134,hamy****,7
귀향,135843,eteu****,0
동주,134899,cjmp****,0
주토피아,130850,gyfl****,10
더 브레이브,75474,sola****,0
사울의 아들,139437,suec****,0
데드풀,75426,sabo****,0
동주,134899,sing****,9
13시간,140265,db03****,0
캐롤,101962,csmo****,0
은밀하게 위대하게,92575,ilov****,0
라아바난,78000,kara****,7
셜록: 유령신부,143245,siel****,0
귀향,135843,leem****,0
대니쉬 걸,51787,true****,0
무수단,137944,wood****,1
검사외전,130903,umji****,0
런던 해즈 폴른,127865,ksch****,8
동주,134899,outo****,10
일루셔니스트,76014,wlgh****,0
카게무샤,19522,bund****,0
갓 오브 이집트,118967,exit****,0
소년 파르티잔,134578,jedi****,0
"조제, 호랑이 그리고 물고기들",38464,chor****,0
주토피아,130850,leey****,0
유스,139438,ybr1****,0
주토피아,130850,tnal****,0
제5침공,125444,sch1****,6
드래곤 블레이드: 천장웅사,125443,xime****,0
금발이 너무해,32900,itae****,7
대니쉬 걸,51787,issn****,0
순정,139674,sch1****,7
이웃집에 신이 산다,142242,elni****,0
남과 여,122133,sch1****,8
데몬킹스,146507,leej****,10
사탄의 인형,11119,ham0****,10
스포트라이트,129072,jaka****,0
귀향,135843,pjyl****,0
시간이탈자,124025,qwer****,10
귀향,135843,sang****,10
대호,127496,clic****,0
귀향,135843,lihv****,0
검사외전,130903,imwo****,0
어메이징 스파이더맨 2,94187,dnwo****,0
갓 오브 이집트,118967,giru****,9
나의 빅사이즈 남사친,92359,hysi****,8
비포 선셋,39043,chdc****,8
영춘각지풍파,14285,long****,0
스포트라이트,129072,giru****,10
127 시간,72327,jeon****,0
사울의 아들,139437,yeeu****,0
이스케이프,95327,beve****,5
귀향,135843,rhkr****,4
로마의 휴일,10101,catl****,0
물랑 루즈,31882,azda****,0
빅쇼트,136842,para****,8
조이,125458,joon****,0
컬러풀 웨딩즈,125426,jebe****,0
트럼보,130983,mtre****,0
레지던트 이블 5 : 최후의 심판 3D,83741,link****,0
빅쇼트,136842,here****,0
나의 PS 파트너,90885,zigm****,7
갓 오브 이집트,118967,dzfr****,0
레이,39434,ramu****,10
발레 보이,126541,half****,0
초속5센티미터,66820,coco****,10
갓 오브 이집트,118967,real****,10
귀향,135843,miss****,4
귀향,135843,dltm****,4
동주,134899,kimk****,0
조이,125458,jobi****,0
쿵푸팬더3,97692,dlov****,0
브루클린,103657,vovb****,9
동주,134899,grow****,0
데드풀,75426,dlov****,0
주토피아,130850,dlov****,0
동주,134899,wood****,9
토탈 리콜,10800,unkn****,10
귀향,135843,ssro****,0
구스범스,127866,der6****,0
검사외전,130903,doyu****,0
배트맨 대 슈퍼맨: 저스티스의 시작,109960,huun****,0
내가 살인범이다,78790,dust****,1
"조제, 호랑이 그리고 물고기들",38464,yjbo****,9
매직 마이크,92020,mayb****,0
데드풀,75426,wndu****,8
귀향,135843,tian****,0
레버넌트: 죽음에서 돌아온 자,124212,poiu****,0
그는 당신에게 반하지 않았다,44920,smsu****,9
무간도,36565,dudd****,10
갓 오브 이집트,118967,80c1****,10
귀향,135843,arch****,0
동주,134899,yeon****,9
룸,130989,actr****,0
손님,122984,star****,8
"조제, 호랑이 그리고 물고기들",38464,fkdn****,0
13시간,140265,kizz****,0
히야,129096,tomo****,0
콜드 마운틴,30076,heej****,10
매드맥스: 분노의 도로,77768,mimi****,0
귀향,135843,reeh****,0
노예 12년,90901,lady****,0
데드풀,75426,ceok****,5
트윈스터즈,137358,eunb****,7
니나,124257,lenz****,0
루시,107960,love****,9
주토피아,130850,kang****,0
귀향,135843,shin****,0
귀향,135843,dipl****,0
드레스메이커,114237,peon****,0
널 기다리며,124031,kpcc****,0
데드풀,75426,jwoo****,8
검사외전,130903,pisp****,8
러블리 본즈,67768,cool****,0
갓 오브 이집트,118967,race****,1
귀향,135843,qkrs****,10
동주,134899,sara****,0
헤드윅,31827,3akk****,0
이터널 선샤인,38444,youn****,0
맨 프롬 UNCLE,90591,0107****,7
남쪽으로 튀어,93715,smil****,7
더 트루스: 무언의 제보자,46749,read****,8
스포트라이트,129072,hwp1****,0
이웃집에 신이 산다,142242,like****,8
룸,130989,este****,0
캐롤,101962,ciel****,7
파리의 한국남자,143925,whyb****,0
주토피아,130850,hosi****,0
데드풀,75426,kyj7****,0
연애의 맛,118408,mart****,0
동주,134899,luve****,7
스포트라이트,129072,shus****,7
꾸뻬씨의 행복여행,101953,lady****,0
검사외전,130903,tmdr****,6
레지던트 이블 4: 끝나지 않은 전쟁 3D,53751,link****,8
주토피아,130850,aaav****,0
소년 파르티잔,134578,miya****,0
기담,65963,joyl****,8
드레스메이커,114237,jjhp****,0
매드맥스: 분노의 도로,77768,juck****,10
런던 해즈 폴른,127865,acts****,7
채피,116254,jkco****,0
갓 오브 이집트,118967,lhc2****,0
13시간,140265,kcvn****,7
스포트라이트,129072,luve****,8
인턴,118917,sun2****,0
귀향,135843,fawn****,10
스파이 브릿지,129333,nark****,0
그는 당신에게 반하지 않았다,44920,cddu****,6
심야식당,132665,zero****,0
뷰티 인사이드,129050,elfi****,0
쿵푸팬더3,97692,2jou****,7
무수단,137944,acts****,5
룸,130989,aaav****,0
귀향,135843,hura****,0
디바이드,88399,virl****,6
레버넌트: 죽음에서 돌아온 자,124212,eden****,0
동주,134899,dltn****,10
고양이는 불러도 오지 않는다,147352,acts****,7
갓 오브 이집트,118967,slcg****,0
여인의 향기,12482,sun2****,0
리얼 술래잡기,138895,seou****,6
조이,125458,jins****,4
대니쉬 걸,51787,dlse****,0
이니시에이션 러브,137349,film****,6
어바웃 어 보이,35070,csyu****,0
마가렛트 여사의 숨길 수 없는 비밀,143539,vene****,0
스포트라이트,129072,ecot****,0
데드풀,75426,87sa****,5
스포트라이트,129072,moro****,8
오피스,120141,crys****,0
룸,130989,faid****,0
데이식스,133080,aesi****,0
"다만, 널 사랑하고 있어",64080,bjya****,10
베를린,89218,dbsr****,9
지금은맞고그때는틀리다,140199,mimi****,0
수상한 그녀,107924,ryuj****,5
독도의 영웅들,145791,urmo****,0
스포트라이트,129072,shen****,7
매니,130990,link****,6
추억의 마니,127858,iley****,0
009 사이보그,91689,pryo****,0
빅쇼트,136842,yesm****,0
널 기다리며,124031,doro****,0
런던 해즈 폴른,127865,sn52****,0
캐리비안의 해적 - 세상의 끝에서,43679,wjdd****,0
동주,134899,kkab****,10
주토피아,130850,cham****,10
데드풀,75426,aaav****,0
13시간,140265,june****,5
캐리비안의 해적 - 망자의 함,43678,wjdd****,0
주토피아,130850,shju****,0
트윈스터즈,137358,atqq****,8
스포트라이트,129072,rl12****,0
프레셔스,71080,post****,0
에이 아이,31268,pkip****,9
늑대아이,93005,jjae****,0
스티브 잡스,130757,kang****,7
씨민과 나데르의 별거,83160,post****,0
인턴,118917,cruc****,0
성실한 나라의 앨리스,118323,kong****,0
캐리비안의 해적 - 블랙 펄의 저주,37148,wjdd****,0
노트북,38899,zzza****,0
팅커 테일러 솔저 스파이,80219,post****,0
주토피아,130850,17no****,0
데드풀,75426,onch****,7
허트 로커,68945,post****,0
콘택트,18610,alst****,9
룸,130989,life****,0
데몬킹스,146507,gj__****,1
몬테 크리스토 백작,33048,post****,0
13시간,140265,scry****,0
디어 존,71623,jman****,5
갓 오브 이집트,118967,74op****,0
히 갓 게임,29261,post****,0
세 얼간이,73372,morn****,0
섬. 사라진 사람들,120188,jins****,6
정복자 펠레,10138,post****,0
카쉬미르의 소녀,141762,jura****,10
주토피아,130850,sols****,0
타인의 삶,63403,gold****,9
나의 라임 오렌지 나무,105783,post****,0
데드풀,75426,unkn****,8
룸,130989,sakg****,10
13시간,140265,5seu****,9
33,113352,hong****,0
셜록: 유령신부,143245,cooo****,0
레버넌트: 죽음에서 돌아온 자,124212,illu****,0
407 다크 플라이트 3D,98454,bada****,4
룸,130989,ddam****,0
주토피아,130850,chlt****,0
유스,139438,fant****,0
사울의 아들,139437,zyny****,5
데드풀,75426,peta****,6
특종: 량첸살인기,136007,ilov****,0
특종: 량첸살인기,136007,mymy****,0
갓 오브 이집트,118967,smil****,6
소셜 네트워크,64686,artl****,0
주토피아,130850,peta****,8
13시간,140265,text****,0
도신 - 정전자,26112,love****,0
판더믹,134871,xman****,0
나를 찾아줘,116234,cwi7****,8
데드풀,75426,po34****,0
스티브 잡스,130757,zepl****,0
