Title,Code,Author,Score
피아니스트 세이모어의 뉴욕 소네트,129802,tkih****,10
곡성(哭聲),121051,zero****,0
헝거게임: 캣칭 파이어,94170,donk****,0
곡성(哭聲),121051,chlg****,8
표적,106547,unme****,0
곡성(哭聲),121051,amar****,0
곡성(哭聲),121051,alsd****,0
곡성(哭聲),121051,yhe1****,7
파이니스트 아워,129065,raho****,10
캡틴 아메리카: 시빌 워,122527,khnk****,0
엽기적인 그녀 2,128273,syin****,1
댄싱퀸,83268,hara****,0
엑스맨: 퍼스트 클래스,76347,wkds****,0
곡성(哭聲),121051,kamm****,0
모비딕,74528,hong****,0
캡틴 아메리카: 시빌 워,122527,just****,0
동주,134899,sino****,7
곡성(哭聲),121051,daeg****,0
싱 스트리트,146560,sara****,0
아가씨,123519,gree****,8
싱 스트리트,146560,sgna****,10
검사외전,130903,ll33****,6
다이버전트 시리즈: 얼리전트,119453,yeoi****,0
곡성(哭聲),121051,luvm****,1
다이버전트 시리즈: 얼리전트,119453,syin****,5
곡성(哭聲),121051,rjwj****,10
조이,125458,smal****,0
앵그리버드 더 무비,133457,dudd****,0
마스크,17131,rorn****,0
뷰티풀 마인드,34010,kjrk****,0
곡성(哭聲),121051,pass****,10
탐정 홍길동: 사라진 마을,115504,s446****,8
곡성(哭聲),121051,1000****,0
곡성(哭聲),121051,chlg****,0
곡성(哭聲),121051,kiki****,0
곡성(哭聲),121051,park****,0
엑스맨: 아포칼립스,119430,qhrt****,0
곡성(哭聲),121051,dnjs****,8
캡틴 아메리카: 시빌 워,122527,mj_1****,0
곡성(哭聲),121051,happ****,8
곡성(哭聲),121051,kht0****,0
곡성(哭聲),121051,woww****,0
곡성(哭聲),121051,stat****,0
초속5센티미터,66820,1225****,4
해어화,120165,husd****,9
곡성(哭聲),121051,syin****,9
무림일검의 사생활,46795,smw1****,0
곡성(哭聲),121051,eeme****,8
제3의 사랑,126504,hair****,0
곡성(哭聲),121051,mpho****,0
제3의 사랑,126504,hair****,0
탐정 홍길동: 사라진 마을,115504,jung****,8
곡성(哭聲),121051,pjj2****,0
그 사람 추기경,117280,blue****,0
탐정 홍길동: 사라진 마을,115504,maya****,0
탐정 홍길동: 사라진 마을,115504,sigt****,0
초속5센티미터,66820,timo****,6
다이버전트 시리즈: 얼리전트,119453,maya****,0
내가 잠들기 전에,103683,taes****,10
탐정 홍길동: 사라진 마을,115504,bsan****,0
우리도 사랑일까,78845,timo****,7
시간이탈자,124025,pans****,9
브리짓 존스의 베이비,143456,rudg****,0
곡성(哭聲),121051,kmy4****,0
곡성(哭聲),121051,mkjh****,0
곡성(哭聲),121051,glob****,0
곡성(哭聲),121051,newo****,8
곡성(哭聲),121051,liho****,0
시간이탈자,124025,desi****,10
앵그리버드 더 무비,133457,jent****,0
에이미,136890,bloo****,0
터널,141104,hjhi****,6
캡틴 아메리카: 시빌 워,122527,is3x****,10
레인메이커,19339,park****,0
러브 어페어,19372,nak0****,0
인투 더 와일드,67710,bolt****,0
천주정,103776,nak0****,0
곡성(哭聲),121051,z764****,0
트럼보,130983,nak0****,0
곡성(哭聲),121051,busa****,7
캡틴 아메리카: 시빌 워,122527,adme****,0
깊은 밤 갑자기,19992,out7****,10
디 아더스,33062,hrde****,10
곡성(哭聲),121051,roxy****,0
곡성(哭聲),121051,psj2****,8
곡성(哭聲),121051,djss****,0
극장판 안녕 자두야,149645,yyou****,0
조디악,52555,whsw****,0
곡성(哭聲),121051,okas****,1
원스 어폰 어 타임 인 아메리카,10970,bm27****,0
캡틴 아메리카: 시빌 워,122527,tjdu****,8
곡성(哭聲),121051,suec****,0
클랜,143545,jugi****,5
캡틴 아메리카: 시빌 워,122527,heci****,5
캡틴 아메리카: 시빌 워,122527,klma****,0
다이버전트 시리즈: 얼리전트,119453,dodo****,6
캡틴 아메리카: 시빌 워,122527,rlaw****,10
곡성(哭聲),121051,kkan****,0
곡성(哭聲),121051,kaps****,0
곡성(哭聲),121051,nigh****,1
곡성(哭聲),121051,dodo****,8
곡성(哭聲),121051,gpch****,10
탐정 홍길동: 사라진 마을,115504,top-****,0
비밀은 없다,125802,fkdn****,0
히어 애프터,142382,jugi****,6
해어화,120165,grap****,0
쿵푸팬더3,97692,anna****,0
하이-라이즈,125475,1san****,1
빅쇼트,136842,bs09****,0
리디큘러스 6,137960,xter****,2
어메이징 스파이더맨 2,94187,unme****,0
인사이드 아웃,115622,mell****,8
"그 시절, 우리가 좋아했던 소녀",88669,grap****,0
판더믹,134871,bund****,0
화이트 마사이,61622,mypl****,10
캡틴 아메리카: 시빌 워,122527,lieb****,0
곡성(哭聲),121051,grap****,0
곡성(哭聲),121051,topt****,8
주토피아,130850,wlql****,0
캡틴 아메리카: 시빌 워,122527,taih****,0
캡틴 아메리카: 시빌 워,122527,hrco****,0
곡성(哭聲),121051,han_****,10
곡성(哭聲),121051,zaza****,0
곡성(哭聲),121051,ajon****,10
탐정 홍길동: 사라진 마을,115504,cho9****,0
곡성(哭聲),121051,spel****,8
밈지,61429,itae****,6
곡성(哭聲),121051,bibu****,0
산쇼다유,61360,seun****,0
45년 후,135694,scor****,0
링컨 : 뱀파이어 헌터,76955,ttpn****,0
캡틴 아메리카: 시빌 워,122527,qquf****,0
곡성(哭聲),121051,toro****,0
곡성(哭聲),121051,hanm****,0
곡성(哭聲),121051,sunk****,10
곡성(哭聲),121051,cejh****,0
곡성(哭聲),121051,love****,0
곡성(哭聲),121051,jjos****,0
시간이탈자,124025,qksw****,0
너는 착한 아이,140811,syun****,0
곡성(哭聲),121051,grey****,6
곡성(哭聲),121051,abov****,8
아메리칸 셰프,109920,syun****,0
곡성(哭聲),121051,xino****,0
사부: 영춘권 마스터,139358,skin****,0
곡성(哭聲),121051,slea****,3
짐작보다 따뜻하게,137035,skin****,0
엽기적인 그녀 2,128273,cckc****,0
트윈스터즈,137358,nobr****,8
곡성(哭聲),121051,idgo****,8
곡성(哭聲),121051,akdt****,0
남과 여,122133,bird****,0
캡틴 아메리카: 시빌 워,122527,dbab****,5
나의 소녀시대,142691,t030****,9
"그 시절, 우리가 좋아했던 소녀",88669,anja****,0
탐정 홍길동: 사라진 마을,115504,devi****,0
"날, 보러와요",140718,mobi****,0
제3의 사랑,126504,luva****,7
탐정 홍길동: 사라진 마을,115504,hala****,8
탐정 홍길동: 사라진 마을,115504,c_vi****,0
개를 훔치는 완벽한 방법,112040,kara****,9
매직 인 더 문라이트,109104,kino****,4
캡틴 아메리카: 시빌 워,122527,chc3****,0
곡성(哭聲),121051,lee9****,0
다이노소어 어드벤처: 백악기 공룡대백과,148608,iioo****,7
격전,108266,real****,6
곡성(哭聲),121051,hans****,1
주토피아,130850,in96****,0
소리굽쇠,100041,kara****,6
그날의 분위기,62285,kang****,6
리틀 보이,129046,ssan****,9
곡성(哭聲),121051,slsk****,10
앤트맨,92064,kgnf****,0
캡틴 아메리카: 시빌 워,122527,mj07****,0
곡성(哭聲),121051,upte****,0
곡성(哭聲),121051,dkfm****,9
캡틴 아메리카: 시빌 워,122527,hell****,0
곡성(哭聲),121051,yimi****,6
클로버필드 10번지,134856,jjom****,0
굿 윌 헌팅,19079,bund****,0
곡성(哭聲),121051,foor****,0
곡성(哭聲),121051,symh****,0
26년,47384,pans****,10
잔예 - 살아서는 안되는 방,144780,kkci****,0
커터,141490,marr****,0
데몰리션,133424,kkci****,0
곡성(哭聲),121051,honi****,1
고양이는 불러도 오지 않는다,147352,kkci****,0
캡틴 아메리카: 시빌 워,122527,maer****,0
"날, 보러와요",140718,cpca****,0
행복까지 30일,129823,kkci****,0
브루클린,103657,mosa****,3
곡성(哭聲),121051,leet****,3
스톱,137857,chun****,8
비밀은 없다,125802,jedi****,0
일곱가지 유혹,31108,gham****,0
수상한 언니들,143248,beau****,0
클랜,143545,emil****,7
어바웃 타임,92075,jung****,8
곡성(哭聲),121051,libe****,10
제5침공,125444,css1****,0
곡성(哭聲),121051,hany****,0
곡성(哭聲),121051,mir8****,0
나의 소녀시대,142691,mir8****,0
탐정 홍길동: 사라진 마을,115504,em00****,5
캡틴 아메리카: 시빌 워,122527,cool****,8
곡성(哭聲),121051,elve****,8
지구생명체,103723,cool****,8
쉬리,19500,prof****,0
해어화,120165,aldu****,0
스파이,118950,aldu****,0
나의 소녀시대,142691,9ths****,9
곡성(哭聲),121051,cool****,8
곡성(哭聲),121051,ptg1****,7
곡성(哭聲),121051,rhrn****,1
마담 뺑덕,118974,mart****,0
타이타닉,18847,yyju****,0
"님아, 그 강을 건너지 마오",130013,yulm****,0
조이,125458,nark****,0
곡성(哭聲),121051,wnwo****,8
하울의 움직이는 성,39640,hott****,0
곡성(哭聲),121051,kpk1****,0
캡틴 아메리카: 시빌 워,122527,sch0****,0
트랜센던스,104816,tpal****,10
엄마친구,141489,beau****,7
클로버필드 10번지,134856,zioc****,0
곡성(哭聲),121051,dlgy****,7
동주,134899,xime****,0
이터널 선샤인,38444,awak****,0
유스,139438,awak****,0
아가씨,123519,jinm****,0
곡성(哭聲),121051,ddff****,0
곡성(哭聲),121051,elus****,5
다이버전트 시리즈: 얼리전트,119453,kw13****,0
시간이탈자,124025,ko_a****,0
곡성(哭聲),121051,sung****,9
곡성(哭聲),121051,gipp****,9
일 포스티노,17796,sang****,0
곡성(哭聲),121051,heal****,0
곡성(哭聲),121051,rann****,0
내 사랑 컬리 수,11842,opia****,9
곡성(哭聲),121051,sadc****,0
데스 레이스,47407,band****,0
곡성(哭聲),121051,kshu****,10
메이지가 알고 있었던 일,98727,hmon****,7
곡성(哭聲),121051,jpt1****,9
해어화,120165,hyuj****,0
곡성(哭聲),121051,ekfm****,8
디태치먼트,82239,reeh****,0
곡성(哭聲),121051,jene****,0
하드코어 헨리,136843,choi****,0
곡성(哭聲),121051,seon****,0
계춘할망,132998,choi****,0
싱 스트리트,146560,choi****,0
막달레나 시스터즈,36321,uh99****,0
곡성(哭聲),121051,grav****,10
향수 - 어느 살인자의 이야기,52553,choi****,0
곡성(哭聲),121051,disi****,10
곡성(哭聲),121051,apri****,0
곡성(哭聲),121051,didq****,8
아이 엠 어 히어로,140693,mech****,0
검사외전,130903,momc****,6
곡성(哭聲),121051,ll13****,0
곡성(哭聲),121051,real****,8
시간이탈자,124025,na_g****,0
곡성(哭聲),121051,na_g****,0
곡성(哭聲),121051,gkgk****,0
캐치 미 이프 유 캔,34522,pass****,10
곡성(哭聲),121051,jaen****,10
만춘,26526,drdl****,9
캡틴 아메리카: 시빌 워,122527,lion****,0
캡틴 아메리카: 시빌 워,122527,haru****,0
7번방의 선물,94775,th1r****,0
룸,130989,star****,10
곡성(哭聲),121051,joyp****,0
곡성(哭聲),121051,rich****,10
곡성(哭聲),121051,no1p****,10
곡성(哭聲),121051,ligh****,10
곡성(哭聲),121051,wmjj****,9
나의 소녀시대,142691,yung****,9
곡성(哭聲),121051,bsce****,0
탐정 홍길동: 사라진 마을,115504,cdro****,1
곡성(哭聲),121051,nes_****,0
캡틴 아메리카: 시빌 워,122527,endi****,0
곡성(哭聲),121051,mimi****,0
시월애,30306,jesu****,0
시간이탈자,124025,goal****,0
곡성(哭聲),121051,qnfw****,9
제이슨 본,144968,norw****,0
곡성(哭聲),121051,vivi****,9
곡성(哭聲),121051,bema****,9
곡성(哭聲),121051,f597****,8
이프 온리,39440,stud****,8
곡성(哭聲),121051,sj94****,8
오펀: 천사의 비밀,54704,dlsn****,4
캡틴 아메리카: 시빌 워,122527,ucli****,0
곡성(哭聲),121051,yuwl****,0
시간이탈자,124025,kplu****,8
곡성(哭聲),121051,kore****,0
곡성(哭聲),121051,sund****,0
곡성(哭聲),121051,jnga****,0
처음 만나는 자유,28795,lshs****,0
곡성(哭聲),121051,kimk****,0
앱솔루틀리 애니씽,92061,aimi****,5
카버,48070,bada****,4
엽기적인 그녀,31726,tory****,10
캡틴 아메리카: 시빌 워,122527,saer****,9
비밀은 없다,125802,jang****,0
티파니에서 아침을,10073,jood****,0
곡성(哭聲),121051,jins****,0
앨빈과 슈퍼밴드,45130,nek3****,0
히치콕 트뤼포,143564,karm****,0
드레스메이커,114237,rang****,8
곡성(哭聲),121051,alst****,0
대니쉬 걸,51787,mysh****,0
뷰티 인사이드,129050,27cr****,0
곡성(哭聲),121051,kms1****,9
서버번 고딕,119136,rang****,6
시크릿 인 데어 아이즈,134885,0107****,7
번지 점프를 하다,30796,stra****,0
어벤져스: 에이지 오브 울트론,98438,007a****,8
캡틴 아메리카: 시빌 워,122527,ikik****,0
주토피아,130850,life****,10
곡성(哭聲),121051,jude****,0
곡성(哭聲),121051,srbm****,1
고스트 라이더 3D : 복수의 화신,79433,khw2****,0
곡성(哭聲),121051,dong****,1
탐정 홍길동: 사라진 마을,115504,wjdq****,8
브레이브하트,17162,kimp****,0
양치기들,143443,fkdn****,0
예루살렘Z: 좀비와의 전쟁,140605,rang****,6
곡성(哭聲),121051,hanu****,7
곡성(哭聲),121051,mark****,0
캡틴 아메리카: 시빌 워,122527,yeli****,10
인시디어스,78621,nek3****,0
레이드 2,113635,baby****,10
좋아해줘,136893,nuse****,0
카운슬러,94136,mydo****,6
곡성(哭聲),121051,cpar****,0
세 얼간이,73372,ohay****,0
곡성(哭聲),121051,jaso****,8
크리미널,127395,unic****,6
곡성(哭聲),121051,rins****,0
곡성(哭聲),121051,gida****,10
곡성(哭聲),121051,g373****,1
나의 소녀시대,142691,xnro****,0
계춘할망,132998,kknn****,0
이터널 선샤인,38444,mich****,8
레고 무비,99094,4171****,0
곡성(哭聲),121051,true****,0
곡성(哭聲),121051,kdg5****,0
캡틴 아메리카: 시빌 워,122527,rosi****,0
캡틴 아메리카: 시빌 워,122527,ucsh****,0
캡틴 아메리카: 시빌 워,122527,rudn****,0
캡틴 아메리카: 시빌 워,122527,mpp1****,0
곡성(哭聲),121051,leej****,9
곡성(哭聲),121051,pooh****,10
해어화,120165,khj1****,0
나의 소녀시대,142691,eznu****,0
곡성(哭聲),121051,kara****,7
장산범,137696,artg****,0
곡성(哭聲),121051,drun****,9
곡성(哭聲),121051,fant****,0
라스트 쉬프트,144205,jaem****,0
대니쉬 걸,51787,ysoh****,0
곡성(哭聲),121051,blos****,0
나의 소녀시대,142691,kyom****,7
곡성(哭聲),121051,jina****,7
렛 미 인,49726,hwan****,0
캡틴 아메리카: 시빌 워,122527,ghdw****,7
오베라는 남자,139613,aprj****,0
곡성(哭聲),121051,kcy2****,9
곡성(哭聲),121051,ggan****,6
캡틴 아메리카: 시빌 워,122527,tjgh****,10
곡성(哭聲),121051,zzle****,0
클로버필드 10번지,134856,jone****,0
곡성(哭聲),121051,maje****,0
초인,143428,crad****,7
캡틴 아메리카: 시빌 워,122527,bona****,0
곡성(哭聲),121051,joke****,6
주토피아,130850,sman****,0
곡성(哭聲),121051,bona****,0
다이버전트 시리즈: 얼리전트,119453,flow****,0
레고 무비,99094,jent****,0
곡성(哭聲),121051,pp91****,0
미드나잇 인 파리,74610,flow****,0
탐정 홍길동: 사라진 마을,115504,k656****,0
마담 뺑덕,118974,jun7****,4
다이버전트 시리즈: 얼리전트,119453,imhj****,8
곡성(哭聲),121051,seoe****,0
시간이탈자,124025,mapa****,6
동주,134899,feli****,0
곡성(哭聲),121051,pjoe****,1
곡성(哭聲),121051,love****,0
곡성(哭聲),121051,sn52****,0
곡성(哭聲),121051,saes****,10
2001 스페이스 오디세이,10684,yhwh****,10
족구왕,103797,hgso****,0
다이노소어 어드벤처 3D,100930,ilik****,10
탐정 홍길동: 사라진 마을,115504,wing****,0
탐정 홍길동: 사라진 마을,115504,rla1****,4
링컨 차를 타는 변호사,80626,doji****,7
45년 후,135694,yoon****,7
안나 카레니나,93217,anda****,0
펄프 픽션,16571,libe****,0
곡성(哭聲),121051,jire****,0
곡성(哭聲),121051,tlst****,2
극장판 안녕 자두야,149645,mejj****,10
다이버전트 시리즈: 얼리전트,119453,sch1****,7
프레스,149482,yunj****,9
"조제, 호랑이 그리고 물고기들",38464,njoy****,0
곡성(哭聲),121051,leeo****,0
러브 라이브! 더 스쿨 아이돌 무비,140895,moon****,0
곡성(哭聲),121051,knig****,0
곡성(哭聲),121051,bird****,9
위대한 소원,136687,moon****,0
원스,65998,feli****,0
엑스맨: 아포칼립스,119430,sams****,0
그렇게 아버지가 된다,103719,onga****,0
곡성(哭聲),121051,dimp****,0
곡성(哭聲),121051,ysh0****,0
곡성(哭聲),121051,wook****,4
곡성(哭聲),121051,redr****,4
엽기적인 그녀 2,128273,jbca****,0
탐정 홍길동: 사라진 마을,115504,rudn****,0
곡성(哭聲),121051,hifi****,10
대배우,136824,mapa****,4
싱 스트리트,146560,leej****,0
곡성(哭聲),121051,wjsd****,10
시간이탈자,124025,neo7****,4
곡성(哭聲),121051,idco****,0
두사부일체,32665,choa****,0
곡성(哭聲),121051,toys****,10
곡성(哭聲),121051,clot****,8
곡성(哭聲),121051,ppal****,1
주토피아,130850,dudd****,10
동주,134899,kis_****,0
곡성(哭聲),121051,onep****,8
에브리 잭 해즈 어 질,75602,grin****,0
곡성(哭聲),121051,shsh****,8
나비 효과,38091,0008****,0
초록물고기,17946,pma5****,8
싱 스트리트,146560,kyom****,7
클랜,143545,june****,7
곡성(哭聲),121051,jyn0****,10
곡성(哭聲),121051,full****,6
돼지가 우물에 빠진 날,17344,pma5****,8
마이 리틀 자이언트,137340,sams****,0
곡성(哭聲),121051,jnew****,0
곡성(哭聲),121051,blek****,0
곡성(哭聲),121051,tjeh****,7
곡성(哭聲),121051,miss****,9
곡성(哭聲),121051,good****,10
곡성(哭聲),121051,june****,0
내부자들: 디 오리지널,147001,juns****,8
루시,107960,kism****,0
캡틴 아메리카: 시빌 워,122527,sizz****,8
주토피아,130850,sang****,10
광식이 동생 광태,40134,sfhk****,0
곡성(哭聲),121051,pers****,8
곡성(哭聲),121051,pcs0****,0
곡성(哭聲),121051,0sus****,0
곡성(哭聲),121051,memo****,9
탐정 홍길동: 사라진 마을,115504,miss****,7
특별수사: 사형수의 편지,130720,knig****,0
하드코어 헨리,136843,sch1****,7
곡성(哭聲),121051,apoy****,0
시애틀의 잠 못 이루는 밤,12918,gren****,0
캡틴 아메리카: 시빌 워,122527,blek****,0
컨저링 2,114282,sams****,0
해리 포터와 마법사의 돌,30688,nek3****,0
캡틴 아메리카: 시빌 워,122527,miss****,9
곡성(哭聲),121051,chok****,6
캡틴 아메리카: 시빌 워,122527,hoho****,8
열한시,85857,drea****,0
곡성(哭聲),121051,mk90****,8
천국의 아이들,20336,clie****,0
오만과 편견 그리고 좀비,87585,kw13****,0
카페 소사이어티,136870,9253****,0
곡성(哭聲),121051,jky0****,1
인간중독,113353,unme****,0
트와일라잇,47229,nek3****,0
탐정 홍길동: 사라진 마을,115504,dhbn****,8
하드코어 헨리,136843,yooi****,0
곡성(哭聲),121051,asm2****,4
곡성(哭聲),121051,w128****,8
곡성(哭聲),121051,true****,0
피치 퍼펙트,96355,nek3****,0
곡성(哭聲),121051,jky0****,1
곡성(哭聲),121051,lian****,9
엑스맨: 아포칼립스,119430,para****,0
캐리어스,54391,drea****,0
인투 더 스톰,100990,nek3****,0
트루 로맨스,16201,rega****,0
곡성(哭聲),121051,flow****,10
인턴,118917,nek3****,0
곡성(哭聲),121051,sala****,0
도가니,75413,sytk****,0
셜록: 유령신부,143245,nek3****,0
스텝 업,61056,nek3****,0
진격의 거인: 홍련의 화살,133389,nstv****,0
곡성(哭聲),121051,dayo****,0
곡성(哭聲),121051,youn****,0
엑스 마키나,118361,cosm****,0
탐정 홍길동: 사라진 마을,115504,whit****,0
나의 소녀시대,142691,youn****,0
배트맨 대 슈퍼맨: 저스티스의 시작,109960,endi****,0
45년 후,135694,dlrl****,0
곡성(哭聲),121051,hsd6****,0
곡성(哭聲),121051,c2h1****,0
히로인 실격,141183,v__v****,6
조이,125458,dlrl****,0
타짜,57723,redr****,0
곡성(哭聲),121051,park****,1
스포트라이트,129072,dlrl****,0
곡성(哭聲),121051,hyun****,0
곡성(哭聲),121051,ksjd****,8
남과 여,122133,dlrl****,0
탐정 홍길동: 사라진 마을,115504,nsry****,9
