Title,Code,Genre,Nation,Director,Actor,Movie Code
샤인,17970,"['드라마', '멜로/로맨스']",['미국'],['스콧 힉스'],"['제프리 러쉬', '노아 테일러']",
정무문,10181,"['액션', '드라마', '멜로/로맨스']",['홍콩'],['나유'],['이소룡'],
버킷리스트: 죽기 전에 꼭 하고 싶은 것들,69102,"['모험', '코미디', '드라마']",['미국'],['로브 라이너'],"['잭 니콜슨', '모건 프리먼']",
러브 오브 시베리아,24668,"['드라마', '멜로/로맨스']","['프랑스', '러시아 연방', '이탈리아', '체코']",['니키타 미할코프'],"['줄리아 오몬드', '리처드 해리스', '올렉 멘시코브']",
파이란,31475,"['멜로/로맨스', '드라마']",['한국'],['송해성'],"['최민식', '장백지']",
호텔 르완다,39813,"['드라마', '전쟁']","['캐나다', '영국', '이탈리아', '남아프리카 공화국']",['테리 조지'],"['돈 치들', '소피 오코네도', '호아킨 피닉스']",
쓰리 세컨즈,184403,['드라마'],['러시아 연방'],['안톤 메게르디체브'],"['블라디미르 마쉬코프', '키릴 자이체프', '이반 코레스니코프']",
첩혈쌍웅,10113,"['액션', '범죄', '드라마', '스릴러']",['홍콩'],['오우삼'],"['주윤발', '이수현', '엽천문']",
글루미 선데이,14802,"['드라마', '멜로/로맨스']","['독일', '헝가리']",['롤프 슈벨'],"['조아킴 크롤', '스테파노 디오니시', '벤 벡커']",
피아니스트 세이모어의 뉴욕 소네트,129802,['다큐멘터리'],['미국'],['에단 호크'],"['세이모어 번스타인', '에단 호크']",
너는 내 운명,39654,"['멜로/로맨스', '드라마']",['한국'],['박진표'],"['전도연', '황정민', '나문희']",
시스터 액트 2,16172,"['코미디', '뮤지컬']",['미국'],['빌 듀크'],['우피 골드버그'],
피케이: 별에서 온 얼간이,133402,"['코미디', '드라마']",['인도'],['라지쿠마르 히라니'],"['아미르 칸', '산제이 더트', '아누쉬카 샤르마']",
파도가 지나간 자리,125417,"['드라마', '멜로/로맨스']","['미국', '뉴질랜드', '영국']",['데릭 시엔프랜스'],"['마이클 패스벤더', '알리시아 비칸데르', '레이첼 와이즈']",
스타워즈 에피소드 5 - 제국의 역습,10006,"['SF', '모험', '액션', '판타지']",['미국'],['어빈 케쉬너'],"['마크 해밀', '해리슨 포드', '캐리 피셔']",
피의 연대기,164104,['다큐멘터리'],['한국'],['김보람'],"['여경주', '김보람', '심이안']",
보디가드,11307,"['멜로/로맨스', '드라마']",['미국'],['믹 잭슨'],"['케빈 코스트너', '휘트니 휴스턴']",
업그레이드,174626,['액션'],['오스트레일리아'],['리 워넬'],['로건 마샬 그린'],
인사이드 아웃,115622,"['애니메이션', '코미디']",['미국'],['피트 닥터'],"['에이미 포엘러', '필리스 스미스', '민디 캘링']",
아바타,62266,"['SF', '모험', '액션', '전쟁']",['미국'],['제임스 카메론'],"['샘 워싱턴', '조 샐다나', '시고니 위버']",
에반게리온: 파,54973,"['애니메이션', '액션', '드라마', 'SF']",['일본'],"['안노 히데아키', '마샤유키', '츠루마키 카즈야']","['오가타 메구미', '하야시바라 메구미', '미야무라 유코']",
7월 4일생,10630,"['전쟁', '드라마']",['미국'],['올리버 스톤'],['톰 크루즈'],
책상 서랍 속의 동화,27245,['드라마'],['중국'],['장예모'],"['전체 관람가', 'G', '도움말']",
에린 브로코비치,29102,['드라마'],['미국'],['스티븐 소더버그'],['줄리아 로버츠'],
로건,117787,"['액션', 'SF']",['미국'],['제임스 맨골드'],['휴 잭맨'],
마이 걸,16868,"['드라마', '코미디', '멜로/로맨스']",['미국'],['하워드 지프'],"['댄 애크로이드', '제이미 리 커티스', '맥컬리 컬킨']",
캐리비안의 해적 - 블랙 펄의 저주,37148,"['판타지', '코미디', '모험', '액션']",['미국'],['고어 버빈스키'],"['조니 뎁', '제프리 러쉬']",
밀리언 달러 베이비,39809,['드라마'],['미국'],['클린트 이스트우드'],"['클린트 이스트우드', '힐러리 스웽크', '모건 프리먼']",
아이덴티티,36992,"['드라마', '스릴러']",['미국'],['제임스 맨골드'],"['존 쿠삭', '레이 리오타', '아만다 피트']",
이프 온리,39440,"['멜로/로맨스', '코미디', '드라마', '판타지']","['미국', '영국']",['길 정거'],"['제니퍼 러브 휴잇', '폴 니콜스']",
루카,202903,"['애니메이션', '모험', '코미디']",['미국'],['엔리코 카사로사'],"['제이콥 트렘블레이', '잭 딜런 그레이저', '엠마 버만']",
록키 2,10022,"['액션', '드라마']",['미국'],['실베스터 스탤론'],['실베스터 스탤론'],
명탐정 코난: 침묵의 15분,85094,['애니메이션'],['일본'],['시즈노 코분'],"['타카야마 미나미', '야마자키 와카나']",
젝스키스 에이틴,172006,['다큐멘터리'],['한국'],"['은지원', '이재진', '장수원']",['전체 관람가'],
미스비헤이비어,192623,['드라마'],"['영국', '프랑스']",['필립파 로소프'],"['키이라 나이틀리', '제시 버클리', '구구 바샤-로']",
하치 이야기,53881,"['가족', '드라마']",['미국'],['라세 할스트롬'],"['리차드 기어', '사라 로머', '조안 알렌']",
내 깡패 같은 애인,70910,"['코미디', '드라마', '멜로/로맨스']",['한국'],['김광식'],"['박중훈', '정유미']",
바그다드 카페 : 디렉터스컷,16601,"['코미디', '드라마']","['독일(구 서독)', '미국']",['퍼시 애들론'],"['마리안느 세이지브레트', 'CCH 파운더']",
노트북,38899,"['멜로/로맨스', '드라마']",['미국'],['닉 카사베츠'],"['라이언 고슬링', '레이첼 맥아담스']",
식스 센스,25906,"['드라마', '미스터리', '스릴러']",['미국'],['M. 나이트 샤말란'],['브루스 윌리스'],
누들,45264,['드라마'],['이스라엘'],['아일레트 메나헤미'],"['밀리 아비탈', '바오치 첸']",
이연걸의 정무문,17265,['액션'],['홍콩'],['진가상'],"['이연걸', '전소호']",
도신 - 정전자,26112,"['액션', '코미디']",['홍콩'],['왕정'],"['주윤발', '유덕화', '장민']",
댄서,153621,['다큐멘터리'],"['영국', '미국', '러시아 연방', '우크라이나']",['스티븐 캔터'],['세르게이 폴루닌'],
배트맨 2,14012,"['액션', 'SF', '판타지']",['미국'],['팀 버튼'],"['마이클 키튼', '대니 드비토', '미셸 파이퍼']",
호텔 뭄바이,165022,"['범죄', '드라마', '스릴러']",['오스트레일리아'],['안소니 마라스'],"['데브 파텔', '아미 해머', '나자닌 보니아디']",
리얼 스틸,76460,"['액션', '드라마', 'SF']",['미국'],['숀 레비'],"['휴 잭맨', '에반젤린 릴리', '다코타 고요']",
세븐 데이즈,60753,"['범죄', '스릴러']",['한국'],['원신연'],"['김윤진', '김미숙', '박희순']",
경찰서를 털어라,26677,"['코미디', '범죄', '액션']","['미국', '독일']",['레스 메이필드'],['마틴 로렌스'],
블랙,68567,['드라마'],['인도'],['산제이 릴라 반살리'],"['라니 무케르지', '아미타브 밧찬']",
GROW: 인피니트의 리얼 청춘 라이프,129781,[],[],['김진수'],['인피니트'],
얼라이브,13480,"['드라마', '모험', '액션', '스릴러']",['미국'],['프랭크 마샬'],"['에단 호크', '빈센트 스파노', '조쉬 해밀톤']",
월플라워,83213,['드라마'],['미국'],['스티븐 크보스키'],"['엠마 왓슨', '로건 레먼', '에즈라 밀러']",
퍼펙트 월드,16208,['드라마'],['미국'],['클린트 이스트우드'],"['케빈 코스트너', '클린트 이스트우드', '로라 던']",
조 블랙의 사랑,19517,"['판타지', '미스터리', '멜로/로맨스', '드라마']",['미국'],['마틴 브레스트'],"['브래드 피트', '안소니 홉킨스', '클레어 포라니']",
타오르는 여인의 초상,185282,['드라마'],['프랑스'],['셀린 시아마'],"['아델 에넬', '노에미 메를랑', '루아나 바야미']",
브루스 올마이티,36858,"['코미디', '판타지', '멜로/로맨스']",['미국'],['톰 새디악'],"['짐 캐리', '모건 프리먼', '제니퍼 애니스톤']",
어린 의뢰인,180169,['드라마'],['한국'],['장규성'],"['이동휘', '유선', '최명빈']",
아홉살 인생,37759,['드라마'],['한국'],['윤인호'],"['김석', '이세영', '나아현']",
명탐정 코난 : 제로의 집행인,173019,"['애니메이션', '미스터리', '서스펜스', '모험']",['일본'],['타치카와 유즈루'],"['타카야마 미나미', '야마자키 와카나', '코야마 리키야']",
가디언,62263,"['액션', '모험', '드라마']",['미국'],['앤드루 데이비스'],"['애쉬튼 커처', '케빈 코스트너']",
"제자, 옥한흠",129764,['다큐멘터리'],['한국'],['김상철'],"['권오중', '성유리', '옥한흠']",
올드보이,36944,"['드라마', '미스터리', '범죄', '스릴러']",['한국'],['박찬욱'],"['최민식', '유지태', '강혜정']",
하모니,53034,['드라마'],['한국'],['강대규'],"['김윤진', '나문희', '강예원']",
아마겟돈,19147,"['SF', '드라마', '멜로/로맨스', '액션', '스릴러']",['미국'],['마이클 베이'],"['브루스 윌리스', '빌리 밥 손튼', '벤 애플렉']",
인디아나 존스,10034,"['모험', '액션', '판타지']",['미국'],['스티븐 스필버그'],"['해리슨 포드', '케이트 캡쇼']",
크로싱,46494,['드라마'],['한국'],['김태균'],"['차인표', '신명철']",
에너미 앳 더 게이트,31778,"['전쟁', '드라마', '스릴러', '액션']","['미국', '독일', '영국', '아일랜드']",['장 자크 아노'],"['조셉 파인즈', '주드 로']",
슈퍼스타 감사용,37929,"['드라마', '코미디']",['한국'],['김종현'],"['이범수', '윤진서', '류승수']",
스즈미야 하루히의 소실,74205,"['애니메이션', '코미디', 'SF']",['일본'],"['이시하라 타츠야', '타케모토 야스히로']","['스기타 토모카즈', '치하라 미노리']",
싱 스트리트,146560,"['드라마', '멜로/로맨스']","['아일랜드', '미국', '영국']",['존 카니'],"['페리다 월시-필로', '루시 보인턴', '잭 레이너']",
브이 포 벤데타,43208,"['액션', '드라마', 'SF', '스릴러']","['미국', '독일']",['제임스 맥티그'],"['나탈리 포트만', '휴고 위빙']",
러시 : 더 라이벌,96372,"['액션', '드라마']",['미국'],['론 하워드'],"['크리스 헴스워스', '다니엘 브륄', '올리비아 와일드']",
양들의 침묵,10504,"['범죄', '공포', '스릴러']",['미국'],['조나단 드미'],"['조디 포스터', '안소니 홉킨스', '스콧 글렌']",
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,183772,['애니메이션'],['일본'],['하시모토 마사카즈'],"['박영남', '김환진', '강희선']",
고양이 춤,83883,['다큐멘터리'],['한국'],['윤기형'],"['이용한', '윤기형', '길고양이들']",
산이 울다,143357,"['드라마', '멜로/로맨스']",['중국'],['래리 양'],"['량예팅', '왕쯔이']",
다크 나이트 라이즈,72054,"['액션', '범죄', '스릴러']","['미국', '영국']",['크리스토퍼 놀란'],"['크리스찬 베일', '마이클 케인', '게리 올드만']",
툴리,154653,['드라마'],['미국'],['제이슨 라이트맨'],"['샤를리즈 테론', '맥켄지 데이비스']",
론 서바이버,92069,"['액션', '드라마', '스릴러', '전쟁']",['미국'],['피터 버그'],"['마크 월버그', '테일러 키취', '벤 포스터']",
불멸의 연인,17524,"['드라마', '멜로/로맨스']","['영국', '미국']",['버나드 로즈'],['게리 올드만'],
원스 어폰 어 타임 인 아메리카,10970,"['액션', '느와르']",['미국'],['세르지오 레오네'],['로버트 드 니로'],
인사이드 잡,75508,"['다큐멘터리', '범죄']",['미국'],['찰스 퍼거슨'],"['맷 데이먼', '윌리엄 액크먼']",
콜드 마운틴,30076,"['드라마', '전쟁', '멜로/로맨스']","['미국', '영국', '루마니아', '이탈리아']",['안소니 밍겔라'],"['주드 로', '니콜 키드먼', '르네 젤위거']",
성원,27899,"['멜로/로맨스', '드라마']",['홍콩'],['마초성'],"['임현제', '장백지', '소영강']",
사랑의 선물,182699,['드라마'],['한국'],['김규민'],"['문영동', '김소민', '김려원']",
청설,71760,"['멜로/로맨스', '드라마']",['대만'],['청펀펀'],"['펑위옌', '진의함', '천옌시']",
파리넬리,17521,['드라마'],"['이탈리아', '프랑스', '벨기에']",['제라르 코르비오'],"['스테파노 디오니시', '엔리코 로 베르소', '엘자 질버스테인']",
토이 스토리 4,101966,"['애니메이션', '모험', '코미디', '가족', '판타지']",['미국'],['조시 쿨리'],"['톰 행크스', '팀 알렌', '애니 파츠']",
쿵푸 팬더,62262,"['애니메이션', '액션', '코미디', '가족']",['미국'],"['마크 오스본', '존 스티븐슨']","['잭 블랙', '더스틴 호프만', '성룡']",
빅 피쉬,37936,"['드라마', '판타지', '코미디']",['미국'],['팀 버튼'],"['이완 맥그리거', '알버트 피니', '빌리 크루덥']",
동감,29756,"['멜로/로맨스', '판타지']",['한국'],['김정권'],"['김하늘', '유지태']",
미져리,10489,"['스릴러', '공포', '드라마']",['미국'],['로브 라이너'],"['제임스 칸', '케시 베이츠']",
"그 시절, 우리가 좋아했던 소녀",88669,"['멜로/로맨스', '드라마']",['대만'],['구파도'],"['가진동', '천옌시']",
어네스트와 셀레스틴,95767,"['애니메이션', '코미디', '드라마', '가족']",['프랑스'],"['벵상 파타', '스테판 오비에', '벤자민 레너']","['램버트 윌슨', '포레스트 휘태커', '맥켄지 포이']",
마이 시스터즈 키퍼,52528,['드라마'],['미국'],['닉 카사베츠'],"['카메론 디아즈', '아비게일 브레스린', '알렉 볼드윈']",
휘트니,174659,"['드라마', '다큐멘터리']",['영국'],['캐빈 맥도널드'],['휘트니 휴스턴'],
인생 후르츠,179694,['다큐멘터리'],['일본'],['후시하라 켄시'],['키키 키린'],
극장판 도라에몽:신 진구의 버스 오브 재팬,141675,['애니메이션'],['일본'],['야쿠와 신노스케'],"['채민지', '김정아', '최낙윤']",
연평해전,102272,['드라마'],['한국'],['김학순'],"['김무열', '진구', '이현우']",
마다가스카3 : 이번엔 서커스다!,86381,"['애니메이션', '모험', '코미디']",['미국'],"['에릭 다넬', '톰 맥그라스', '콘래드 버논']","['벤 스틸러', '데이빗 쉼머', '제이다 핀켓 스미스']",
국제시장,102875,['드라마'],['한국'],['윤제균'],"['황정민', '김윤진', '오달수']",
크루즈 패밀리: 뉴 에이지,107992,"['애니메이션', '모험', '코미디']",['미국'],['조엘 크로포드'],"['엠마 스톤', '라이언 레이놀즈', '켈리 마리 트란']",
끝까지 간다,109778,"['범죄', '액션']",['한국'],['김성훈'],"['이선균', '조진웅']",
개를 훔치는 완벽한 방법,112040,"['드라마', '가족']",['한국'],['김성호'],"['이레', '이지원', '홍은택']",
룸,130989,['드라마'],['아일랜드'],['레니 에이브러햄슨'],"['브리 라슨', '제이콥 트렘블레이', '조안 알렌']",
더티 댄싱,10242,"['멜로/로맨스', '드라마']",['미국'],['에밀 아돌리노'],"['패트릭 스웨이지', '제니퍼 그레이', '제리 오바치']",
온워드: 단 하루의 기적,187351,"['판타지', '모험']",['미국'],['댄 스캔론'],"['톰 홀랜드', '크리스 프랫', '줄리아 루이스 드레이퍼스']",
십계,10064,['드라마'],['미국'],['세실 B. 데밀'],"['찰톤 헤스톤', '율 브린너', '앤 백스터']",
말하는 건축가,88793,['다큐멘터리'],['한국'],['정재은'],"['정기용', '승효상', '유걸']",
세상을 바꾼 변호인,137865,['드라마'],['미국'],['미미 레더'],"['펠리시티 존스', '아미 해머']",
독수리 에디,136876,['드라마'],"['영국', '미국', '독일']",['덱스터 플레처'],"['태런 에저튼', '휴 잭맨', '크리스토퍼 월켄']",
씨 인사이드,39810,['드라마'],"['스페인', '프랑스', '이탈리아']",['알레한드로 아메나바르'],"['하비에르 바르뎀', '벨렌 루에다']",
베테랑,115977,"['액션', '드라마']",['한국'],['류승완'],"['황정민', '유아인', '유해진']",
명탐정 코난: 칠흑의 추적자,52504,"['애니메이션', '미스터리']",['일본'],['야마모토 야스이치로'],"['타카야마 미나미', '야마자키 와카나', '카미야 아키라']",
어거스트 러쉬,66158,"['드라마', '판타지']",['미국'],['커스틴 쉐리단'],"['프레디 하이모어', '조나단 리스 마이어스', '케리 러셀']",
말레나,31231,"['드라마', '멜로/로맨스', '전쟁']","['미국', '이탈리아']",['쥬세페 토르나토레'],"['모니카 벨루치', '주세페 술파로']",
K-19 위도우메이커,31906,"['드라마', '스릴러']","['독일', '영국', '미국']",['캐서린 비글로우'],"['해리슨 포드', '리암 니슨']",
마녀 배달부 키키,18050,"['애니메이션', '모험', '판타지', '가족']",['일본'],['미야자키 하야오'],"['타카야마 미나미', '사쿠마 레이']",
메리와 맥스,53441,"['애니메이션', '코미디', '드라마']",['오스트레일리아'],['애덤 엘리어트'],"['토니 콜렛', '필립 세이모어 호프만']",
원피스 극장판 제트,98403,"['애니메이션', '모험']",['일본'],['나가미네 타츠야'],"['타나카 마유미', '나카이 카즈야', '오카무라 아케미']",
고스트 메신저 극장판,120076,"['애니메이션', 'SF', '판타지']",['한국'],['구봉회'],"['은정', '박성태', '정재헌']",
델마와 루이스,10262,['드라마'],['미국'],['리들리 스콧'],"['수잔 서랜든', '지나 데이비스']",
스타워즈 에피소드 6 - 제다이의 귀환,10007,"['SF', '모험', '액션', '판타지']",['미국'],['리차드 마퀀드'],"['마크 해밀', '해리슨 포드', '캐리 피셔']",
수상한 그녀,107924,"['코미디', '드라마']",['한국'],['황동혁'],"['심은경', '나문희', '박인환']",
변호인,101901,['드라마'],['한국'],['양우석'],"['송강호', '김영애', '오달수']",
티벳에서의 7년,18865,"['드라마', '전쟁']",['미국'],['장 자크 아노'],['브래드 피트'],
골!,44020,['드라마'],"['영국', '미국']",['대니 캐논'],"['쿠노 벡커', '스테펀 딜런', '알렉산드로 니볼라']",
빅뱅 메이드,149511,['다큐멘터리'],['한국'],['변진호'],"['G-DRAGON', '태양', 'T.O.P']",
"안녕, 나의 소울메이트",156912,['드라마'],['중국'],['증국상'],"['주동우', '마사순', '이정빈']",
코알라,93749,['드라마'],['한국'],['김주환'],"['박영서', '송유하', '박진주']",
인턴,118917,['코미디'],['미국'],['낸시 마이어스'],"['앤 해서웨이', '로버트 드 니로']",
"조제, 호랑이 그리고 물고기들",38464,"['드라마', '멜로/로맨스']",['일본'],['이누도 잇신'],"['츠마부키 사토시', '이케와키 치즈루', '아라이 히로후미']",
아메리칸 뷰티,26679,"['드라마', '코미디']",['미국'],['샘 멘데스'],"['케빈 스페이시', '아네트 베닝', '도라 버치']",
불꽃 슛 통키,21162,['액션'],['한국'],['최기풍'],"['이미림', '문성복']",
내부자들,121788,"['범죄', '드라마']",['한국'],['우민호'],"['이병헌', '조승우', '백윤식']",
내 이야기!!,144083,"['멜로/로맨스', '코미디']",['일본'],['카와이 하야토'],"['스즈키 료헤이', '나가노 메이', '사카구치 켄타로']",
스플릿,146512,['드라마'],['한국'],['최국희'],"['유지태', '이정현', '이다윗']",
하이큐!! 승자와 패자,155963,['애니메이션'],['일본'],['미츠나카 스스무'],"['무라세 아유무', '이시카와 카이토', '히노 사토시']",
파이브 피트,181912,"['드라마', '멜로/로맨스']",['미국'],['저스틴 밸도니'],"['헤일리 루 리차드슨', '콜 스프로즈']",
해피 피트 2,77117,"['애니메이션', '코미디', '가족']",['오스트레일리아'],['조지 밀러'],"['일라이저 우드', '핑크', '엘리자베스 데일리']",
원스,65998,"['드라마', '멜로/로맨스']",['아일랜드'],['존 카니'],"['글렌 핸사드', '마르게타 이글로바']",
레인 맨,10238,['드라마'],['미국'],['배리 레빈슨'],"['더스틴 호프만', '톰 크루즈']",
선물,31118,"['멜로/로맨스', '드라마']",['한국'],['오기환'],"['이정재', '이영애']",
선생 김봉두,36727,"['코미디', '드라마']",['한국'],['장규성'],['차승원'],
디스트릭트 9,64129,"['SF', '액션', '스릴러', '드라마']","['미국', '뉴질랜드', '캐나다', '남아프리카 공화국']",['닐 블롬캠프'],"['샬토 코플리', '바네사 헤이우드', '제이슨 코프']",
오버 더 레인보우,33870,['멜로/로맨스'],['한국'],['안진우'],"['이정재', '장진영']",
흐르는 강물처럼,16792,['드라마'],['미국'],['로버트 레드포드'],"['크레이그 셰퍼', '브래드 피트', '톰 스커릿']",
맘마미아!2,164115,['뮤지컬'],['미국'],['올 파커'],"['아만다 사이프리드', '릴리 제임스', '메릴 스트립']",
암살,121048,"['액션', '드라마']",['한국'],['최동훈'],"['전지현', '이정재', '하정우']",
더 헌트,95260,['드라마'],['덴마크'],['토마스 빈터베르그'],"['매즈 미켈슨', '토머스 보 라센', '수시 울드']",
카,36799,"['가족', '코미디', '모험', '판타지', '애니메이션']",['미국'],"['존 라세터', '조 랜트']","['오웬 윌슨', '폴 뉴먼', '보니 헌트']",
곰돌이 푸 다시 만나 행복해,168023,['모험'],['미국'],['마크 포스터'],"['이완 맥그리거', '헤일리 앳웰', '마크 게티스']",
진링의 13소녀,81890,"['전쟁', '서사', '드라마']","['중국', '홍콩']",['장이머우'],"['크리스찬 베일', '니니']",
더 리더: 책 읽어주는 남자,45298,"['드라마', '멜로/로맨스']","['미국', '독일']",['스티븐 달드리'],"['케이트 윈슬렛', '랄프 파인즈', '데이빗 크로스']",
킹콩,38097,"['모험', '판타지', '액션']","['뉴질랜드', '미국']",['피터 잭슨'],"['나오미 왓츠', '잭 블랙', '애드리언 브로디']",
태양의 노래,61848,"['드라마', '멜로/로맨스']",['일본'],['코이즈미 노리히로'],"['유이', '츠카모토 타카시']",
카우보이 비밥 - 천국의 문,32911,"['애니메이션', '액션', 'SF', '코미디', '모험']",['일본'],['와타나베 신이치로'],"['야마데라 코이치', '이시즈카 운쇼', '하야시바라 메구미']",
극장판 포켓몬스터 모두의 이야기,172187,['애니메이션'],['일본'],['야지마 테츠오'],"['마츠모토 리카', '오오타니 이쿠에']",
제8요일,17802,['드라마'],"['프랑스', '벨기에']",['자코 반 도마엘'],"['다니엘 오떼유', '파스칼 뒤켄', '미우-미우']",
내 마음의 풍금,23859,"['드라마', '멜로/로맨스']",['한국'],['이영재'],"['이병헌', '전도연', '이미연']",
마음이...,42809,"['가족', '드라마']",['한국'],"['박은형', '봉수']","['유승호', '달이', '김향기']",
영웅본색 2,10111,"['액션', '범죄', '느와르', '드라마']",['홍콩'],['오우삼'],"['석천', '적룡', '장국영']",
극장판 사이코패스,135806,"['애니메이션', 'SF', '서스펜스', '범죄']",['일본'],['시오타니 나오요시'],"['하나자와 카나', '노지마 켄지', '사쿠라 아야네']",
윤희에게,182387,['멜로/로맨스'],['한국'],['임대형'],"['김희애', '김소혜', '성유빈']",
어벤져스: 인피니티 워,136315,"['액션', '모험', '판타지', 'SF']",['미국'],"['안소니 루소', '조 루소']","['로버트 다우니 주니어', '조슈 브롤린', '크리스 헴스워스']",
배트맨 비긴즈,37439,"['액션', '범죄', '스릴러', '모험']",['미국'],['크리스토퍼 놀란'],"['크리스찬 베일', '마이클 케인', '리암 니슨']",
5일의 마중,115534,"['드라마', '멜로/로맨스']",['중국'],['장이머우'],"['진도명', '공리', '장혜문']",
무간도 3 - 종극무간,37488,"['범죄', '드라마']",['홍콩'],"['유위강', '맥조휘']","['유덕화', '량차오웨이', '여명']",
오만과 편견,44728,"['드라마', '멜로/로맨스']",['영국'],['조 라이트'],"['키이라 나이틀리', '매튜 맥퍼딘', '브렌다 블레신']",
본 슈프리머시,38738,"['모험', '미스터리', '스릴러', '액션', '드라마']","['미국', '독일']",['폴 그린그래스'],['맷 데이먼'],
스타트렉 다크니스,74565,"['액션', '모험', 'SF']",['미국'],['J.J. 에이브럼스'],"['크리스 파인', '재커리 퀸토', '조 샐다나']",
분노의 질주: 더 익스트림,140731,"['액션', '범죄', '스릴러']","['미국', '일본', '프랑스', '캐나다']",['F. 게리 그레이'],"['빈 디젤', '드웨인 존슨', '샤를리즈 테론']",
스노우 워커,39568,"['모험', '드라마']",['캐나다'],['찰스 마틴 스미스'],"['배리 페퍼', '아나벨라 피가턱']",
키즈 리턴,26537,['드라마'],['일본'],['기타노 다케시'],"['안도 마사노부', '카네코 켄', '모리모토 레오']",
리틀 보이,129046,"['드라마', '전쟁']","['미국', '멕시코']",['알레한드로 몬테베르드'],"['제이콥 살바티', '에밀리 왓슨', '캐리 히로유키 타카와']",
미스 리틀 선샤인,60530,"['코미디', '드라마', '모험']",['미국'],"['조나단 데이턴', '발레리 페리스']","['스티브 카렐', '토니 콜렛', '그렉 키니어']",
솔드 아웃,17764,"['액션', '가족', '모험', '코미디']",['미국'],['브라이언 레반트'],['아놀드 슈왈제네거'],
이보다 더 좋을 순 없다,18878,"['코미디', '드라마']",['미국'],['제임스 L. 브룩스'],"['잭 니콜슨', '헬렌 헌트', '그렉 키니어']",
엣지 오브 투모로우,90589,"['액션', 'SF']",['미국'],['더그 라이만'],"['톰 크루즈', '에밀리 블런트', '빌 팩스톤']",
시카고,36590,"['뮤지컬', '범죄', '드라마']","['미국', '독일', '캐나다']",['롭 마샬'],"['르네 젤위거', '캐서린 제타 존스', '리차드 기어']",
불가사리,10532,"['코미디', 'SF', '공포']",['미국'],['론 언더우드'],"['케빈 베이컨', '프레드 워드', '핀 카터']",
씨민과 나데르의 별거,83160,['드라마'],['이란'],['아쉬가르 파라디'],"['레이라 하타미', '페이만 모아디', '사레 바이아트']",
"그날, 바다",173653,['다큐멘터리'],['한국'],['김지영'],['정우성'],
우린 액션배우다,68934,"['다큐멘터리', '액션', '코미디']",['한국'],['정병길'],"['권귀덕', '곽진석', '신성일']",
우리 학교,63445,"['다큐멘터리', '드라마']",['한국'],['김명준'],"['김명준', '변재훈', '오려실']",
가부와 메이 이야기,57278,"['애니메이션', '가족', '코미디']",['일본'],['스기이 기사부로'],"['나카무라 시도', '나리미야 히로키']",
인비저블 게스트,159516,"['범죄', '미스터리', '스릴러']",['스페인'],['오리올 파울로'],"['마리오 카사스', '바바라 레니', '호세 코로나도']",
김정일리아,53945,"['다큐멘터리', '드라마']",['미국'],['NC 헤이킨'],"['강철환', '김철웅', '변옥선']",
피아노의 숲,68498,"['드라마', '애니메이션', '판타지']",['일본'],['코지마 마사유키'],"['우에토 아야', '카미키 류노스케']",
나의 특별한 형제,175366,"['드라마', '코미디']",['한국'],['육상효'],"['신하균', '이광수', '이솜']",
"극장판 포켓몬스터 베스트위시 : 신의 속도 게노세크트, 뮤츠의 각성",109466,"['애니메이션', '모험']",['일본'],['유야마 쿠니히코'],['오오타니 이쿠에'],
분노의 질주: 언리미티드,74632,"['액션', '범죄', '드라마', '스릴러']",['미국'],['저스틴 린'],"['빈 디젤', '폴 워커', '드웨인 존슨']",
스윙걸즈,39524,['코미디'],['일본'],['야구치 시노부'],"['우에노 주리', '히라오카 유타', '칸지야 시호리']",
파인딩 포레스터,31524,['드라마'],['미국'],['구스 반 산트'],"['숀 코네리', '롭 브라운']",
극장판 소드 아트 온라인 -오디널 스케일-,159408,"['애니메이션', 'SF', '액션']",['일본'],['이토 토모히코'],"['마츠오카 요시츠구', '토마츠 하루카', '이토 카나에']",
파니 핑크,24157,"['코미디', '드라마']",['독일'],['도리스 도리'],['마리아 슈라더'],
미션,10086,['드라마'],['영국'],['롤랑 조페'],"['로버트 드 니로', '제레미 아이언스']",
죠스,10029,"['공포', '스릴러']",['미국'],['스티븐 스필버그'],"['로이 샤이더', '로버트 쇼', '리처드 드레이퍼스']",
더 파더,191920,['드라마'],"['영국', '프랑스']",['플로리안 젤러'],"['안소니 홉킨스', '올리비아 콜맨']",
남매의 여름밤,189623,['드라마'],['한국'],['윤단비'],"['최정운', '양흥주', '박현영']",
시,70562,['드라마'],['한국'],['이창동'],['윤정희'],
가디언즈 오브 갤럭시 VOL. 2,127398,"['액션', 'SF']",['미국'],['제임스 건'],"['크리스 프랫', '조 샐다나', '데이브 바티스타']",
앨빈과 슈퍼밴드,45130,"['애니메이션', '코미디', '가족', '판타지']",['미국'],['팀 힐'],"['제이슨 리', '저스틴 롱', '매튜 그레이 구블러']",
A-특공대,50598,"['액션', '모험', '스릴러']",['미국'],['조 카나한'],"['리암 니슨', '브래들리 쿠퍼', '제시카 비엘']",
리오,76455,"['애니메이션', '모험', '코미디', '가족']","['브라질', '캐나다', '미국']",['카를로스 살다나'],"['앤 해서웨이', '제시 아이젠버그']",
존 큐,33422,['드라마'],['미국'],['닉 카사베츠'],['덴젤 워싱턴'],
