Title,Code,Genre,Nation,Director,Actor,Movie Code
인 더 하이츠,191631,['뮤지컬'],['미국'],['존 추'],"['안소니 라모스', '멜리사 바레사', '코리 호킨스']",
미라클 프롬 헤븐,140787,['드라마'],['미국'],['패트리시아 리건'],"['제니퍼 가너', '마틴 헨더슨', '카일리 로저스']",
쏘우 2,43210,"['공포', '스릴러']",['미국'],['대런 린 보우즈만'],"['토빈 벨', '쇼니 스미스', '도니 월버그']",
모짜르트와 고래,42877,"['멜로/로맨스', '코미디', '드라마']",['미국'],['페테르 내스'],"['조쉬 하트넷', '라다 미첼']",
더 테러 라이브,99794,"['스릴러', '드라마']",['한국'],['김병우'],"['하정우', '이경영', '전혜진']",
메기,179398,"['드라마', '미스터리', '코미디']",['한국'],['이옥섭'],"['이주영', '문소리', '구교환']",
앵그리버드 더 무비,133457,"['애니메이션', '액션', '코미디']","['핀란드', '미국']","['클레이 케이티스', '퍼갈 레일리']","['신동엽', '신용우', '정영웅']",
향수 - 어느 살인자의 이야기,52553,"['드라마', '스릴러']","['독일', '프랑스', '스페인', '미국']",['톰 티크베어'],"['벤 위쇼', '더스틴 호프만']",
신기전,63824,"['드라마', '액션', '전쟁']",['한국'],['김유진'],"['정재영', '한은정', '허준호']",
엔젤 해즈 폴른,163831,"['액션', '스릴러']",['미국'],['릭 로먼 워'],"['제라드 버틀러', '모건 프리먼']",
나의 특별한 사랑 이야기,66253,"['코미디', '드라마', '미스터리', '멜로/로맨스']","['영국', '미국', '프랑스']",['애덤 브룩스'],"['라이언 레이놀즈', '레이첼 와이즈', '아일라 피셔']",
램페이지,162249,"['액션', '모험']",['미국'],['브래드 페이튼'],"['드웨인 존슨', '제프리 딘 모건', '나오미 해리스']",
7급 공무원,51082,"['액션', '코미디']",['한국'],['신태라'],"['김하늘', '강지환']",
시간 여행자의 아내,68086,"['멜로/로맨스', '드라마', '판타지']",['미국'],['로베르트 슈벤트케'],"['에릭 바나', '레이첼 맥아담스']",
라이온 킹,169637,"['모험', '드라마', '가족']",['미국'],['존 파브로'],"['도날드 글로버', '비욘세', '제임스 얼 존스']",
양자물리학,187629,['범죄'],['한국'],['이성태'],"['박해수', '서예지', '김상호']",
메이즈 러너,105015,"['액션', '미스터리', 'SF', '스릴러']",['미국'],['웨스 볼'],"['딜런 오브라이언', '카야 스코델라리오', '윌 폴터']",
튼튼이의 모험,162423,['코미디'],['한국'],['고봉수'],"['김충길', '백승환', '신민재']",
분노의 질주,32723,"['범죄', '액션']",['미국'],['롭 코헨'],"['빈 디젤', '폴 워커']",
데스 노트 - 라스트 네임,63562,"['미스터리', '범죄', '스릴러', '모험']","['미국', '일본']",['카네코 슈스케'],"['후지와라 타츠야', '마츠야마 켄이치']",
해적: 바다로 간 산적,102817,"['모험', '액션']",['한국'],['이석훈'],"['김남길', '손예진']",
쓰리 데이즈,72043,"['범죄', '드라마', '멜로/로맨스', '스릴러']",['미국'],['폴 해기스'],"['러셀 크로우', '엘리자베스 뱅크스']",
노아의 방주: 남겨진 녀석들,133223,['애니메이션'],"['독일', '벨기에', '룩셈부르크', '아일랜드']",['토비 젠켈'],"['김하영', '배진홍', '윤세웅']",
인크레더블 헐크,62560,"['액션', '판타지', 'SF']",['미국'],['루이스 리터리어'],"['에드워드 노튼', '리브 타일러', '팀 로스']",
사도,121922,['드라마'],['한국'],['이준익'],"['송강호', '유아인', '문근영']",
버드맨,107306,"['코미디', '드라마']",['미국'],['알레한드로 곤잘레스 이냐리투'],"['마이클 키튼', '에드워드 노튼', '엠마 스톤']",
원티드,66834,"['액션', '범죄', '스릴러']","['미국', '독일']",['티무르 베크맘베토브'],"['제임스 맥어보이', '모건 프리먼', '안젤리나 졸리']",
저수지의 개들,16570,"['범죄', '드라마']",['미국'],['쿠엔틴 타란티노'],"['하비 케이틀', '마이클 매드슨', '크리스 펜']",
이별계약,105002,"['드라마', '멜로/로맨스']","['중국', '한국']",['오기환'],"['펑위옌', '바이바이허', '장경부']",
공조,142384,['액션'],['한국'],['김성훈'],"['현빈', '유해진', '김주혁']",
크래쉬,39840,['드라마'],"['독일', '미국']",['폴 해기스'],"['산드라 블록', '브렌든 프레이저', '돈 치들']",
스탠리의 도시락,86177,"['드라마', '코미디', '가족']",['인도'],['아몰 굽테'],['파토르 A 굽테'],
콜드 워,174832,"['드라마', '멜로/로맨스']",['폴란드'],['파벨 포리코브스키'],"['요안나 쿨릭', '토마즈 코트']",
삼진그룹 영어토익반,189141,['드라마'],['한국'],['이종필'],"['고아성', '이솜', '박혜수']",
청년경찰,153652,['액션'],['한국'],['김주환'],"['박서준', '강하늘']",
이퀄스,127361,"['드라마', 'SF']",['미국'],['드레이크 도리머스'],"['크리스틴 스튜어트', '니콜라스 홀트']",
아이 인 더 스카이,125419,"['드라마', '스릴러', '전쟁']",['영국'],['개빈 후드'],"['헬렌 미렌', '아론 폴', '앨런 릭먼']",
고스트버스터즈,10095,"['SF', '판타지', '코미디']",['미국'],['이반 라이트만'],"['빌 머레이', '댄 애크로이드', '시고니 위버']",
미스터 노바디,70615,"['드라마', '판타지']","['캐나다', '벨기에', '프랑스', '독일', '영국', '룩셈부르크', '미국']",['자코 반 도마엘'],"['자레드 레토', '다이앤 크루거', '사라 폴리']",
판타스틱 소녀 백서,32975,['코미디'],"['영국', '미국', '독일']",['테리 즈위고프'],"['도라 버치', '스칼렛 요한슨', '브래드 렌프로']",
좋아해줘,136893,"['멜로/로맨스', '코미디']",['한국'],['박현진'],"['이미연', '최지우', '김주혁']",
바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,158266,"['애니메이션', '모험']",['영국'],['다라 오코넬'],"['하성용', '정재헌', '엄상현']",
거울나라의 앨리스,118953,"['모험', '가족', '판타지']",['미국'],['제임스 보빈'],"['조니 뎁', '앤 해서웨이', '미아 와시코브스카']",
우리의 20세기,143390,['드라마'],['미국'],['마이크 밀스'],"['아네트 베닝', '엘르 패닝', '그레타 거윅']",
컨테이젼,32972,"['미스터리', '스릴러']",['미국'],['스티븐 소더버그'],"['마리옹 꼬띠아르', '맷 데이먼', '로렌스 피시번']",
장사리 : 잊혀진 영웅들,159806,['전쟁'],['한국'],"['곽경택', '김태훈']","['김명민', '최민호', '김성철']",
하늘에서 음식이 내린다면,53041,"['애니메이션', '가족']",['미국'],"['필 로드', '크리스 밀러']","['빌 헤이더', '안나 페리스', '제임스 칸']",
시간,57829,"['멜로/로맨스', '드라마']",['한국'],['김기덕'],"['성현아', '하정우']",
트루 로맨스,16201,"['드라마', '범죄', '멜로/로맨스']",['미국'],['토니 스콧'],"['크리스찬 슬레이터', '패트리샤 아퀘트']",
컨택트,136869,"['드라마', 'SF', '스릴러']",['미국'],['드니 빌뇌브'],"['에이미 아담스', '제레미 레너', '포레스트 휘태커']",
브라더스,69866,"['전쟁', '드라마', '스릴러']",['미국'],['짐 쉐리단'],"['토비 맥과이어', '제이크 질렌할', '나탈리 포트만']",
종려나무 숲,42931,['드라마'],['한국'],['유상욱'],"['김민종', '김유미']",
벤허,125468,"['모험', '드라마']",['미국'],['티무르 베크맘베토브'],"['잭 휴스턴', '모건 프리먼', '토비 켑벨']",
프라임 러브,43610,"['멜로/로맨스', '코미디']",['미국'],['벤 영거'],"['우마 서먼', '브라이언 그린버그', '메릴 스트립']",
피터와 드래곤,134847,"['모험', '가족', '판타지']",['미국'],['데이빗 로워리'],"['브라이스 달라스 하워드', '오크스 페글리', '웨스 벤틀리']",
구스범스,127866,"['액션', '모험', '코미디', '판타지', '공포']",['미국'],['롭 레터맨'],"['잭 블랙', '딜런 미네트', '오데야 러쉬']",
슈퍼미니,116327,"['애니메이션', '모험']",['프랑스'],"['토마스 자보', '헬레네 지라드']",['전체 관람가'],
사랑할 때 이야기하는 것들,60548,"['멜로/로맨스', '드라마']",['한국'],['변승욱'],"['한석규', '김지수']",
프릭스,179102,"['드라마', 'SF', '스릴러']",['캐나다'],"['잭 리포브스키', '애덤 B. 스타인']","['에밀 허쉬', '브루스 던', '아만다 크루']",
레드카펫,106332,"['멜로/로맨스', '코미디']",['한국'],['박범수'],"['윤계상', '고준희']",
아이스 에이지 4: 대륙 이동설,82227,"['애니메이션', '모험', '코미디', '가족']",['미국'],"['스티브 마티노', '마이크 트메이어']","['존 레귀자모', '레이 로마노', '데니스 리어리']",
불량 공주 모모코,38823,['코미디'],['일본'],['나카시마 테츠야'],"['후카다 쿄코', '츠치야 안나']",
판의 미로 - 오필리아와 세 개의 열쇠,49336,"['판타지', '드라마']","['미국', '멕시코', '스페인']",['기예르모 델 토로'],"['이바나 바쿠에로', '더그 존스']",
오블리비언,85633,"['액션', 'SF']",['미국'],['조셉 코신스키'],"['톰 크루즈', '모건 프리먼', '올가 쿠릴렌코']",
아메리칸 싸이코,28910,"['범죄', '스릴러', '드라마', '공포']","['미국', '캐나다']",['메리 해론'],"['크리스찬 베일', '윌렘 대포', '자레드 레토']",
무지개 여신,63485,"['멜로/로맨스', '드라마']",['일본'],['쿠마자와 나오토'],"['이치하라 하야토', '우에노 주리']",
크리스마스 캐롤,68204,"['애니메이션', '판타지', '가족', '드라마']",['미국'],['로버트 저메키스'],"['짐 캐리', '콜린 퍼스', '게리 올드만']",
미스터 캣,137972,"['코미디', '가족', '판타지']","['프랑스', '중국', '캐나다']",['배리 소넨펠드'],"['케빈 스페이시', '제니퍼 가너', '크리스토퍼 월켄']",
타임 패러독스,118347,"['SF', '스릴러']",['오스트레일리아'],"['마이클 스피어리그', '피터 스피어리그']","['에단 호크', '노아 테일러', '사라 스누크']",
댄 인 러브,69339,"['코미디', '드라마', '멜로/로맨스']",['미국'],['피터 헤지스'],"['스티브 카렐', '줄리엣 비노쉬']",
월스트리트: 분노의 복수,108043,"['액션', '드라마', '스릴러']",['캐나다'],['우베 볼'],"['도미닉 퍼셀', '에린 카프럭', '에드워드 펄롱']",
서약,84414,"['드라마', '멜로/로맨스']","['미국', '프랑스', '오스트레일리아', '영국', '독일']",['마이클 수지'],"['레이첼 맥아덤즈', '채닝 테이텀']",
베티블루 37.2,12787,['멜로/로맨스'],['프랑스'],['장 자끄 베넥스'],"['장 위그 앙글라드', '베아트리스 달']",
신은 죽지 않았다 2,147054,['드라마'],['미국'],['해롤드 크론크'],"['멜리사 조안 하트', '제시 멧칼피', '데이빗 A.R. 화이트']",
나의 PS 파트너,90885,"['멜로/로맨스', '코미디']",['한국'],['변성현'],"['지성', '김아중']",
내안의 그놈,164172,"['판타지', '코미디']",['한국'],['강효진'],"['진영', '박성웅', '라미란']",
살아남은 아이,159894,"['드라마', '가족']",['한국'],['신동석'],"['최무성', '김여진', '성유빈']",
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,133380,"['애니메이션', '서스펜스']",['일본'],['야마모토 야스이치로'],"['김선혜', '강수진', '이현진']",
컬러풀 웨딩즈,125426,['코미디'],['프랑스'],['필립 드 쇼브홍'],"['프레데릭 벨', '엘로디 퐁탕', '크리스티앙 클라비에']",
여고괴담 두번째 이야기,25917,['공포'],['한국'],"['김태용', '민규동']","['김규리', '박예진', '이영진']",
올 이즈 로스트,91189,"['액션', '드라마', '모험']",['미국'],['J.C. 챈더'],['로버트 레드포드'],
허비 - 첫 시동을 걸다,41592,"['모험', '코미디', '가족', '판타지', '멜로/로맨스']",['미국'],['안젤라 로빈슨'],"['린제이 로한', '저스틴 롱', '브레킨 메이어']",
화벽,82262,"['멜로/로맨스', '판타지', '액션', '드라마', '스릴러']",['중국'],"['진가상', '고림표']","['손려', '덩차오']",
클라우드 아틀라스,82389,"['SF', '액션']","['미국', '독일']","['릴리 워쇼스키', '라나 워쇼스키', '톰 티크베어']","['톰 행크스', '휴 그랜트', '할리 베리']",
원 데이,79770,"['드라마', '멜로/로맨스']",['미국'],['론 쉐르픽'],"['앤 해서웨이', '짐 스터게스']",
아르고,91603,"['드라마', '스릴러']",['미국'],['벤 애플렉'],"['벤 애플렉', '존 굿맨']",
포화 속으로,51386,"['전쟁', '드라마']",['한국'],['이재한'],"['차승원', '권상우', 'T.O.P']",
컨저링 2,114282,['공포'],['미국'],['제임스 완'],"['베라 파미가', '패트릭 윌슨', '프란카 포텐테']",
69 식스티 나인,39632,"['드라마', '코미디']",['일본'],['이상일'],"['츠마부키 사토시', '안도 마사노부']",
문호 스트레이독스 [데드애플],172117,"['애니메이션', '드라마', '액션', '판타지']",['일본'],['이가라시 타쿠야'],"['에무라 유우토', '미야노 마모루', '오노 켄쇼']",
벼랑 위의 포뇨,66464,"['모험', '가족', '애니메이션']",['일본'],['미야자키 하야오'],"['나라 유리아', '도이 히로키', '야마구치 토모코']",
마루 밑 아리에티,73301,"['애니메이션', '판타지']",['일본'],['요네바야시 히로마사'],"['시다 미라이', '카미키 류노스케', '미우라 토모카즈']",
아나콘다,18564,"['스릴러', '공포']","['미국', '브라질', '페루']",['루이스 로사'],"['제니퍼 로페즈', '아이스 큐브', '존 보이트']",
일루셔니스트,54871,"['드라마', '멜로/로맨스', '스릴러', '미스터리']",['미국'],['닐 버거'],"['에드워드 노튼', '폴 지아마티', '제시카 비엘']",
메소드,165669,"['드라마', '멜로/로맨스']",['한국'],['방은진'],"['박성웅', '윤승아', '오승훈']",
월드워Z,51777,"['드라마', '스릴러', 'SF', '액션', '모험']",['미국'],['마크 포스터'],"['브래드 피트', '미레유 에노스']",
"연애, 그 참을 수 없는 가벼움",58273,"['드라마', '멜로/로맨스']",['한국'],['김해곤'],"['김승우', '장진영']",
판도라,132933,"['드라마', '스릴러']",['한국'],['박정우'],"['김남길', '김주현', '정진영']",
발레 교습소,38138,['드라마'],['한국'],['변영주'],"['윤계상', '김민정', '도지원']",
페넬로피,65242,"['코미디', '드라마', '판타지']","['영국', '미국']",['마크 파랜스키'],"['크리스티나 리치', '제임스 맥어보이']",
마이펫 오지,157500,['애니메이션'],['스페인'],"['알베르토 로드리게즈', '나초 라 까사']","['남도형', '정은지', '김현욱']",
인투 더 스톰,100990,"['액션', '스릴러']",['미국'],['스티븐 쿼일'],"['리처드 아미티지', '사라 웨인 콜리스', '맷 월쉬']",
봄날의 곰을 좋아하세요?,36352,"['멜로/로맨스', '코미디']",['한국'],['용이'],"['배두나', '김남진']",
"그래, 가족",151192,"['드라마', '코미디']",['한국'],['마대윤'],"['이요원', '정만식', '이솜']",
디파이언스,47364,"['전쟁', '드라마']",['미국'],['에드워드 즈윅'],"['다니엘 크레이그', '리브 슈라이버', '제이미 벨']",
비기너스,78672,"['드라마', '멜로/로맨스']",['미국'],['마이크 밀스'],['이완 맥그리거'],
팬도럼,54290,"['공포', 'SF', '스릴러']","['미국', '독일']",['크리스티앙 알바트'],"['데니스 퀘이드', '벤 포스터']",
인랑,29892,"['판타지', '스릴러', '액션', '애니메이션']",['일본'],['오키우라 히로유키'],['후지키 요시카츠'],
저 산 너머,193092,['드라마'],['한국'],['최종태'],"['이경훈', '이항나', '안내상']",
파더 앤 도터,123275,['드라마'],"['미국', '이탈리아']",['가브리엘 무치노'],"['아만다 사이프리드', '러셀 크로우', '아론 폴']",
콰이어트 플레이스 2,189368,['스릴러'],['미국'],['존 크래신스키'],"['에밀리 블런트', '킬리언 머피', '밀리센트 시몬스']",
거북이는 의외로 빨리 헤엄친다,42869,['코미디'],['일본'],['미키 사토시'],"['우에노 주리', '아오이 유우']",
엑스맨 2 - 엑스투,35110,"['SF', '액션', '모험', '판타지']",['미국'],['브라이언 싱어'],"['패트릭 스튜어트', '휴 잭맨', '이안 맥켈런']",
멋진 악몽,77835,"['코미디', '드라마']",['일본'],['미타니 코키'],"['후카츠 에리', '니시다 토시유키']",
노인을 위한 나라는 없다,66751,"['스릴러', '드라마', '범죄']",['미국'],"['에단 코엔', '조엘 코엔']","['토미 리 존스', '하비에르 바르뎀', '조슈 브롤린']",
제로 다크 서티,85141,"['스릴러', '액션', '드라마']",['미국'],['캐스린 비글로우'],"['제시카 차스테인', '제이슨 클락', '조엘 에저튼']",
사랑을 놓치다,42690,"['드라마', '멜로/로맨스']",['한국'],['추창민'],"['설경구', '송윤아']",
무산일기,78300,['드라마'],['한국'],['박정범'],"['박정범', '진용욱', '강은진']",
엑스맨 탄생: 울버린,64161,"['SF', '액션', '판타지', '스릴러']",['미국'],['개빈 후드'],['휴 잭맨'],
멋진 하루,69023,"['드라마', '멜로/로맨스']",['한국'],['이윤기'],"['전도연', '하정우']",
말레피센트,92003,"['판타지', '모험', '드라마']",['미국'],['로버트 스트롬버그'],"['안젤리나 졸리', '엘르 패닝', '샬토 코플리']",
철콘 근크리트,64089,"['애니메이션', '액션']",['일본'],['마이클 아리아스'],"['아오이 유우', '니노미야 카즈나리']",
플란다스의 개,28267,"['드라마', '코미디']",['한국'],['봉준호'],"['이성재', '배두나']",
마녀,175322,"['미스터리', '액션']",['한국'],['박훈정'],"['김다미', '조민수', '박희순']",
캐리비안의 해적 - 세상의 끝에서,43679,"['판타지', '모험', '액션', '코미디']",['미국'],['고어 버빈스키'],"['조니 뎁', '올랜도 블룸', '키이라 나이틀리']",
럭키 넘버 슬레븐,47401,"['범죄', '드라마', '미스터리', '스릴러']",['미국'],['폴 맥기건'],"['조쉬 하트넷', '브루스 윌리스', '루시 리우']",
서양골동양과자점 앤티크,69467,['드라마'],['한국'],['민규동'],"['주지훈', '김재욱', '유아인']",
빅 아이즈,81464,['드라마'],['미국'],['팀 버튼'],"['에이미 아담스', '크리스토프 왈츠']",
오! 브라더스,36720,['코미디'],['한국'],['김용화'],"['이정재', '이범수']",
전우치,48227,"['액션', '코미디', '모험']",['한국'],['최동훈'],"['강동원', '김윤석', '임수정']",
환절기,148647,['드라마'],['한국'],['이동은'],"['배종옥', '이원근', '지윤호']",
해리 포터와 죽음의 성물 - 1부,67901,"['액션', '모험', '판타지', '미스터리']","['영국', '미국']",['데이빗 예이츠'],"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",
1번가의 기적,61103,"['코미디', '드라마']",['한국'],['윤제균'],"['임창정', '하지원']",
팅커 테일러 솔저 스파이,80219,['스릴러'],"['영국', '프랑스', '독일']",['토마스 알프레드슨'],"['게리 올드만', '톰 하디', '콜린 퍼스']",
아이스 에이지: 지구 대충돌,127378,"['애니메이션', '모험', '코미디', '가족']",['미국'],['마이크 트메이어'],"['존 레귀자모', '레이 로마노', '제니퍼 로페즈']",
저지 걸,35941,"['멜로/로맨스', '드라마']",['미국'],['케빈 스미스'],"['벤 애플렉', '리브 타일러', '라켈 카스트로']",
마지막 4중주,98744,['드라마'],['미국'],['야론 질버맨'],"['필립 세이모어 호프만', '크리스토퍼 월켄', '캐서린 키너']",
브리짓 존스의 일기 - 열정과 애정,38906,"['멜로/로맨스', '코미디']","['영국', '프랑스', '아일랜드', '미국']",['비번 키드론'],"['르네 젤위거', '휴 그랜트', '콜린 퍼스']",
폼포코 너구리 대작전,22749,"['애니메이션', '가족', '판타지']",['일본'],['다카하타 이사오'],"['신초우 코콘데이', '노노무라 마코토', '이시다 유리코']",
코어,36839,"['SF', '액션', '스릴러', '드라마', '모험']","['미국', '영국']",['존 아미엘'],"['아론 에크하트', '힐러리 스웽크', '딜로이 린도']",
577 프로젝트,91391,"['코미디', '드라마']",['한국'],['이근우'],"['공효진', '하정우']",
비포 미드나잇,102309,['멜로/로맨스'],['미국'],['리처드 링클레이터'],"['에단 호크', '줄리 델피', '샤뮤스 데이비 핏츠패트릭']",
데드풀,75426,['액션'],['미국'],['팀 밀러'],['라이언 레이놀즈'],
체인지,17920,['코미디'],['한국'],['이진석'],"['정준', '김소연']",
4월 이야기,27404,['멜로/로맨스'],['일본'],['이와이 슌지'],"['마츠 다카코', '다나베 세이치']",
21 그램,37951,"['범죄', '스릴러', '드라마']",['미국'],['알레한드로 곤잘레스 이냐리투'],"['숀 펜', '베니시오 델 토로', '나오미 왓츠']",
이스턴 프라미스,65197,"['범죄', '스릴러', '드라마', '미스터리']","['미국', '캐나다', '영국']",['데이빗 크로넨버그'],"['비고 모텐슨', '나오미 왓츠', '뱅상 카셀']",
퀸카로 살아남는 법,38582,"['코미디', '드라마']","['미국', '캐나다']",['마크 워터스'],['린제이 로한'],
스타트렉 비욘드,125414,"['액션', '모험', 'SF', '스릴러']",['미국'],['저스틴 린'],"['크리스 파인', '사이먼 페그', '조 샐다나']",
홀리,88275,['드라마'],['한국'],['박병환'],"['민아', '신이', '정애연']",
셰임,87163,['드라마'],['영국'],['스티브 맥퀸'],"['마이클 패스벤더', '캐리 멀리건', '제임스 뱃지 데일']",
"화성 아이, 지구 아빠",65513,"['코미디', '드라마']",['미국'],['메노 메이제스'],['존 쿠삭'],
해피 데스데이,164932,"['미스터리', '공포', '스릴러']",['미국'],['크리스토퍼 랜던'],"['제시카 로테', '이스라엘 브로우사드']",
디스 민즈 워,76692,"['액션', '멜로/로맨스', '코미디']",['미국'],['맥지'],"['리즈 위더스푼', '크리스 파인', '톰 하디']",
나의 사적인 여자친구,129671,"['서스펜스', '코미디']",['프랑스'],['프랑소와 오종'],"['로망 뒤리스', '아나이스 드무스티어', '라파엘 페르소나즈']",
경계선,175045,"['판타지', '멜로/로맨스', '스릴러']","['스웨덴', '덴마크']",['알리 아바시'],"['에바 멜란데르', '에로 밀로노프']",
안나 카레니나,93217,['드라마'],['영국'],['조 라이트'],"['키이라 나이틀리', '주드 로', '애런 존슨']",
와일드 테일즈: 참을 수 없는 순간,124844,"['코미디', '드라마', '스릴러']","['아르헨티나', '스페인']",['데미안 스지프론'],"['리카도 다린', '레오나르도 스바라글리아', '다리오 그란디네티']",
킹스글레이브: 파이널 판타지 XV,149797,"['애니메이션', '모험', '드라마', '판타지', 'SF']",['일본'],['노즈에 타케시'],"['레나 헤디', '아론 폴', '숀 빈']",
셜록 홈즈,51132,"['액션', '모험', '범죄', '드라마', '미스터리', '스릴러']","['영국', '오스트레일리아', '미국']",['가이 리치'],"['로버트 다우니 주니어', '주드 로', '레이첼 맥아덤즈']",
천일의 스캔들,61845,"['드라마', '멜로/로맨스']","['영국', '미국']",['저스틴 채드윅'],"['나탈리 포트만', '스칼렛 요한슨', '에릭 바나']",
더 테너 리리코 스핀토,93793,['드라마'],['한국'],['김상만'],"['유지태', '차예련', '이세야 유스케']",
엑스맨: 아포칼립스,119430,"['액션', '모험', '판타지', 'SF']",['미국'],['브라이언 싱어'],"['제임스 맥어보이', '마이클 패스벤더', '제니퍼 로렌스']",
클로저,39723,"['드라마', '멜로/로맨스']",['미국'],['마이크 니콜스'],"['나탈리 포트만', '주드 로', '줄리아 로버츠']",
맨 프롬 UNCLE,90591,"['액션', '모험', '코미디']",['미국'],['가이 리치'],"['헨리 카빌', '아미 해머', '알리시아 비칸데르']",
클루리스,17417,['코미디'],['미국'],['에이미 헥커링'],"['알리시아 실버스톤', '폴 러드', '스테이시 대쉬']",
리미트리스,76452,"['미스터리', '스릴러', '액션']",['미국'],['닐 버거'],"['브래들리 쿠퍼', '로버트 드 니로', '애비 코니쉬']",
잠깐만 회사 좀 관두고 올게,159741,['드라마'],['일본'],['나루시마 이즈루'],"['후쿠시 소우타', '쿠도 아스카']",
나쁜 녀석들 2,34486,['액션'],['미국'],['마이클 베이'],"['마틴 로렌스', '윌 스미스']",
터미네이터: 미래전쟁의 시작,66520,"['SF', '스릴러', '액션', '모험']","['미국', '독일', '영국']",['맥지'],"['크리스찬 베일', '샘 워싱턴', '안톤 옐친']",
짱구는 못말려 극장판 : 태풍을 부르는 황금 스파이 대작전,90553,['애니메이션'],['일본'],['마스이 소우이치'],"['야지마 아키코', '나라하시 미키', '후지와라 케이지']",
아나키스트,26980,"['드라마', '액션']",['한국'],['유영식'],"['장동건', '정준호', '김상중']",
기억의 밤,160399,"['미스터리', '스릴러']",['한국'],['장항준'],"['강하늘', '김무열']",
스워드피쉬,31939,"['범죄', '액션', '스릴러', '드라마']",['미국'],['도미닉 세나'],"['존 트라볼타', '휴 잭맨', '할리 베리']",
맨 인 블랙 3,75173,"['액션', '코미디', 'SF']",['미국'],['베리 소넨필드'],"['윌 스미스', '토미 리 존스', '조슈 브롤린']",
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,93002,"['애니메이션', 'SF']",['일본'],['마스이 소우이치'],"['야지마 아키코', '나라하시 미키', '후지와라 케이지']",
파가니니: 악마의 바이올리니스트,118652,"['드라마', '뮤지컬']","['독일', '이탈리아']",['버나드 로즈'],"['데이비드 가렛', '자레드 해리스', '조엘리 리차드슨']",
간츠: 오,153729,"['애니메이션', 'SF', '액션', '서스펜스']",['일본'],"['사이토 케이이치', '야스시  가와무라']","['오노 다이스케', '하야미 사오리']",
몬스터 호텔,87305,"['애니메이션', '가족', '코미디', '판타지']",['미국'],['젠디 타타코브스키'],"['아담 샌들러', '스티브 부세미', '프란 드레셔']",
링컨 차를 타는 변호사,80626,"['범죄', '드라마', '스릴러']",['미국'],['브래드 퍼맨'],"['매튜 맥커너히', '마리사 토메이', '라이언 필립']",
고질라 VS. 콩,191637,['액션'],['미국'],['애덤 윈가드'],"['알렉산더 스카스가드', '밀리 바비 브라운']",
로빈슨 크루소,147834,"['애니메이션', '모험', '코미디']",['벨기에'],"['벤 스타센', '빈센트 케스텔루트']","['유리 로웬탈', '데이비드 호워드', '콜린 메츠거']",
신비한 동물사전,115642,"['판타지', '모험']","['영국', '미국']",['데이빗 예이츠'],"['에디 레드메인', '콜린 파렐', '캐서린 워터스턴']",
더 임파서블,82924,['드라마'],"['스페인', '미국']",['후안 안토니오 바요나'],"['이완 맥그리거', '나오미 왓츠', '톰 홀랜드']",
고령화 가족,97693,['드라마'],['한국'],['송해성'],"['박해일', '윤제문', '공효진']",
라파예트,63017,"['액션', '모험', '드라마', '멜로/로맨스', '전쟁']","['영국', '미국']",['토니 빌'],['제임스 프랭코'],
황시,65836,"['전쟁', '드라마']","['오스트레일리아', '중국', '독일']",['로저 스포티스우드'],"['조나단 리스 마이어스', '라다 미첼', '주윤발']",
빌리와 용감한 녀석들 3,133169,['애니메이션'],['말레이지아'],['척 파워스'],"['엄상현', '조현정', '숀 애스틴']",
슬리피 할로우,28099,"['판타지', '스릴러', '액션', '공포']",['미국'],['팀 버튼'],"['조니 뎁', '크리스티나 리치']",
스카우트,66510,"['코미디', '멜로/로맨스']",['한국'],['김현석'],"['임창정', '엄지원']",
사일런스,90922,['드라마'],"['이탈리아', '멕시코', '미국']",['마틴 스코세이지'],"['앤드류 가필드', '리암 니슨', '아담 드라이버']",
올드 가드,193173,"['액션', '판타지']",['미국'],['지나 프린스-바이스우드'],"['샤를리즈 테론', '키키 레인', '마르완 켄자리']",
호튼,65473,"['애니메이션', '모험', '코미디', '가족']",['미국'],"['지미 헤이워드', '스티브 마티노']","['짐 캐리', '스티브 카렐']",
프랑켄위니,76956,"['애니메이션', '코미디', '공포', 'SF']",['미국'],['팀 버튼'],"['위노나 라이더', '캐서린 오하라', '찰리 타핸']",
언어의 정원,106335,['애니메이션'],['일본'],['신카이 마코토'],"['이리노 미유', '하나자와 카나']",
마더,47701,"['범죄', '미스터리', '드라마', '스릴러']",['한국'],['봉준호'],"['김혜자', '원빈']",
바람의 파이터,33837,"['액션', '드라마']",['한국'],['양윤호'],['양동근'],
하트 오브 더 씨,114225,"['액션', '모험', '드라마']",['미국'],['론 하워드'],"['크리스 헴스워스', '킬리언 머피', '벤 위쇼']",
폭스캐처,100676,"['드라마', '스릴러']",['미국'],['베넷 밀러'],"['채닝 테이텀', '스티브 카렐', '마크 러팔로']",
보스 베이비 2,191597,"['애니메이션', '코미디', '모험']",['미국'],['톰 맥그라스'],"['알렉 볼드윈', '에이미 세다리스']",
극장판 귀멸의 칼날: 무한열차편,196051,['애니메이션'],['일본'],['소토자키 하루오'],"['하나에 나츠키', '키토 아카리']",
